"Step","noble-surf-24 - Test_Mean_Angular","noble-surf-24 - Test_Mean_Angular__MIN","noble-surf-24 - Test_Mean_Angular__MAX"
"1063","2.2674715518951416","2.2674715518951416","2.2674715518951416"
"1065","2.8632001876831055","2.8632001876831055","2.8632001876831055"
"1067","1.8387831449508667","1.8387831449508667","1.8387831449508667"
"1069","1.7678580284118652","1.7678580284118652","1.7678580284118652"
"1071","2.5180654525756836","2.5180654525756836","2.5180654525756836"
"1073","3.0126216411590576","3.0126216411590576","3.0126216411590576"
"1075","3.135972261428833","3.135972261428833","3.135972261428833"
"1077","1.5513564348220825","1.5513564348220825","1.5513564348220825"
"1079","1.0162367820739746","1.0162367820739746","1.0162367820739746"
"1081","2.1086502075195312","2.1086502075195312","2.1086502075195312"
"1083","3.0445826053619385","3.0445826053619385","3.0445826053619385"
"1085","2.0536093711853027","2.0536093711853027","2.0536093711853027"
"1087","1.859100103378296","1.859100103378296","1.859100103378296"
"1089","2.1183643341064453","2.1183643341064453","2.1183643341064453"
"1091","1.5848844051361084","1.5848844051361084","1.5848844051361084"
"1093","2.2825427055358887","2.2825427055358887","2.2825427055358887"
"1095","2.459197998046875","2.459197998046875","2.459197998046875"
"1097","2.8875136375427246","2.8875136375427246","2.8875136375427246"
"1099","3.124685049057007","3.124685049057007","3.124685049057007"
"1101","2.24670147895813","2.24670147895813","2.24670147895813"
"1103","1.8028919696807861","1.8028919696807861","1.8028919696807861"
"1105","2.324812173843384","2.324812173843384","2.324812173843384"
"1107","1.9118436574935913","1.9118436574935913","1.9118436574935913"
"1109","2.1832592487335205","2.1832592487335205","2.1832592487335205"
"1111","1.1537425518035889","1.1537425518035889","1.1537425518035889"
"1113","2.786547899246216","2.786547899246216","2.786547899246216"
"1115","2.6137170791625977","2.6137170791625977","2.6137170791625977"
"1117","2.6138272285461426","2.6138272285461426","2.6138272285461426"
"1119","1.7336562871932983","1.7336562871932983","1.7336562871932983"
"1121","2.5919103622436523","2.5919103622436523","2.5919103622436523"
"1123","1.2874534130096436","1.2874534130096436","1.2874534130096436"
"1125","2.378084659576416","2.378084659576416","2.378084659576416"
"1127","2.8918142318725586","2.8918142318725586","2.8918142318725586"
"1129","3.0712742805480957","3.0712742805480957","3.0712742805480957"
"1131","1.8747189044952393","1.8747189044952393","1.8747189044952393"
"1133","2.7618298530578613","2.7618298530578613","2.7618298530578613"
"1135","2.5729856491088867","2.5729856491088867","2.5729856491088867"
"1137","3.03691029548645","3.03691029548645","3.03691029548645"
"1139","2.4349474906921387","2.4349474906921387","2.4349474906921387"
"1141","3.082170009613037","3.082170009613037","3.082170009613037"
"1143","2.812415599822998","2.812415599822998","2.812415599822998"
"1145","0.35140544176101685","0.35140544176101685","0.35140544176101685"
"1147","2.530827522277832","2.530827522277832","2.530827522277832"
"1149","1.8332784175872803","1.8332784175872803","1.8332784175872803"
"1151","3.1118886470794678","3.1118886470794678","3.1118886470794678"
"1153","1.7315256595611572","1.7315256595611572","1.7315256595611572"
"1155","1.80098295211792","1.80098295211792","1.80098295211792"
"1157","3.0811104774475098","3.0811104774475098","3.0811104774475098"
"1159","2.7005789279937744","2.7005789279937744","2.7005789279937744"
"1161","2.0625128746032715","2.0625128746032715","2.0625128746032715"
"1163","2.372852087020874","2.372852087020874","2.372852087020874"
"1165","2.550139904022217","2.550139904022217","2.550139904022217"
"1167","1.7283269166946411","1.7283269166946411","1.7283269166946411"
"1169","2.391390323638916","2.391390323638916","2.391390323638916"
"1171","3.082061767578125","3.082061767578125","3.082061767578125"
"1173","2.6900994777679443","2.6900994777679443","2.6900994777679443"
"1175","1.8025944232940674","1.8025944232940674","1.8025944232940674"
"1177","1.9019290208816528","1.9019290208816528","1.9019290208816528"
"1179","1.4402134418487549","1.4402134418487549","1.4402134418487549"
"1181","3.0242984294891357","3.0242984294891357","3.0242984294891357"
"1183","2.735657215118408","2.735657215118408","2.735657215118408"
"1185","1.45562744140625","1.45562744140625","1.45562744140625"
"1187","2.1672892570495605","2.1672892570495605","2.1672892570495605"
"1189","2.3513236045837402","2.3513236045837402","2.3513236045837402"
"1191","2.9101827144622803","2.9101827144622803","2.9101827144622803"
"1193","2.820535898208618","2.820535898208618","2.820535898208618"
"1195","1.7128007411956787","1.7128007411956787","1.7128007411956787"
"1197","2.7035298347473145","2.7035298347473145","2.7035298347473145"
"1199","2.5840415954589844","2.5840415954589844","2.5840415954589844"
"1201","2.1761372089385986","2.1761372089385986","2.1761372089385986"
"1203","2.2940030097961426","2.2940030097961426","2.2940030097961426"
"1205","2.686436653137207","2.686436653137207","2.686436653137207"
"1207","2.7850341796875","2.7850341796875","2.7850341796875"
"1209","1.7627413272857666","1.7627413272857666","1.7627413272857666"
"1211","2.110538959503174","2.110538959503174","2.110538959503174"
"1213","2.3090362548828125","2.3090362548828125","2.3090362548828125"
"1215","2.979642391204834","2.979642391204834","2.979642391204834"
"1217","1.5852943658828735","1.5852943658828735","1.5852943658828735"
"1219","2.5213403701782227","2.5213403701782227","2.5213403701782227"
"1221","2.6081671714782715","2.6081671714782715","2.6081671714782715"
"1223","1.566017508506775","1.566017508506775","1.566017508506775"
"1225","1.747633457183838","1.747633457183838","1.747633457183838"
"1227","1.8145182132720947","1.8145182132720947","1.8145182132720947"
"1229","2.043656587600708","2.043656587600708","2.043656587600708"
"1231","2.7866294384002686","2.7866294384002686","2.7866294384002686"
"1233","1.5596246719360352","1.5596246719360352","1.5596246719360352"
"1235","2.629940986633301","2.629940986633301","2.629940986633301"
"1237","2.596980333328247","2.596980333328247","2.596980333328247"
"1239","1.604452133178711","1.604452133178711","1.604452133178711"
"1241","2.730030059814453","2.730030059814453","2.730030059814453"
"1243","2.1413896083831787","2.1413896083831787","2.1413896083831787"
"1245","1.6965538263320923","1.6965538263320923","1.6965538263320923"
"1247","2.558272123336792","2.558272123336792","2.558272123336792"
"1249","2.1882693767547607","2.1882693767547607","2.1882693767547607"
"1251","1.7288904190063477","1.7288904190063477","1.7288904190063477"
"1253","2.986741065979004","2.986741065979004","2.986741065979004"
"1255","1.498106837272644","1.498106837272644","1.498106837272644"
"1257","0.7697182893753052","0.7697182893753052","0.7697182893753052"
"1259","2.8412675857543945","2.8412675857543945","2.8412675857543945"
"1261","1.6377512216567993","1.6377512216567993","1.6377512216567993"
"1263","1.231025218963623","1.231025218963623","1.231025218963623"
"1265","1.5646228790283203","1.5646228790283203","1.5646228790283203"
"1267","2.4342308044433594","2.4342308044433594","2.4342308044433594"
"1269","3.0449631214141846","3.0449631214141846","3.0449631214141846"
"1271","2.3473944664001465","2.3473944664001465","2.3473944664001465"
"1273","2.8727595806121826","2.8727595806121826","2.8727595806121826"
"1275","2.4584836959838867","2.4584836959838867","2.4584836959838867"
"1277","1.7762172222137451","1.7762172222137451","1.7762172222137451"
"1279","2.2726492881774902","2.2726492881774902","2.2726492881774902"
"1281","2.3003079891204834","2.3003079891204834","2.3003079891204834"
"1283","1.940693974494934","1.940693974494934","1.940693974494934"
"1285","2.0483903884887695","2.0483903884887695","2.0483903884887695"
"1287","1.5621341466903687","1.5621341466903687","1.5621341466903687"
"1289","2.069423198699951","2.069423198699951","2.069423198699951"
"1291","0.9318544268608093","0.9318544268608093","0.9318544268608093"
"1293","2.7178232669830322","2.7178232669830322","2.7178232669830322"
"1295","2.123096466064453","2.123096466064453","2.123096466064453"
"1297","1.7921597957611084","1.7921597957611084","1.7921597957611084"
"1299","0.6709638237953186","0.6709638237953186","0.6709638237953186"
"1301","1.7251155376434326","1.7251155376434326","1.7251155376434326"
"1303","1.9990592002868652","1.9990592002868652","1.9990592002868652"
"1305","2.3873708248138428","2.3873708248138428","2.3873708248138428"
"1307","2.3784708976745605","2.3784708976745605","2.3784708976745605"
"1309","2.566171646118164","2.566171646118164","2.566171646118164"
"1311","2.3970391750335693","2.3970391750335693","2.3970391750335693"
"1313","2.2642364501953125","2.2642364501953125","2.2642364501953125"
"1315","2.1923508644104004","2.1923508644104004","2.1923508644104004"
"1317","2.8630223274230957","2.8630223274230957","2.8630223274230957"
"1319","1.9889451265335083","1.9889451265335083","1.9889451265335083"
"1321","2.5907328128814697","2.5907328128814697","2.5907328128814697"
"1323","3.0951929092407227","3.0951929092407227","3.0951929092407227"
"1325","2.977423667907715","2.977423667907715","2.977423667907715"
"1327","2.390120029449463","2.390120029449463","2.390120029449463"
"1329","1.8006447553634644","1.8006447553634644","1.8006447553634644"
"1331","2.984534502029419","2.984534502029419","2.984534502029419"
"1333","2.2336654663085938","2.2336654663085938","2.2336654663085938"
"1335","2.1931543350219727","2.1931543350219727","2.1931543350219727"
"1337","2.8736400604248047","2.8736400604248047","2.8736400604248047"
"1339","1.6228694915771484","1.6228694915771484","1.6228694915771484"
"1341","0.8474590182304382","0.8474590182304382","0.8474590182304382"
"1343","1.147902011871338","1.147902011871338","1.147902011871338"
"1345","3.139765739440918","3.139765739440918","3.139765739440918"
"1347","1.3431403636932373","1.3431403636932373","1.3431403636932373"
"1349","2.594214677810669","2.594214677810669","2.594214677810669"
"1351","1.4069550037384033","1.4069550037384033","1.4069550037384033"
"1353","2.8022499084472656","2.8022499084472656","2.8022499084472656"
"1355","2.283020496368408","2.283020496368408","2.283020496368408"
"1357","2.226273536682129","2.226273536682129","2.226273536682129"
"1359","1.2190710306167603","1.2190710306167603","1.2190710306167603"
"1361","2.225189685821533","2.225189685821533","2.225189685821533"
"1363","1.3185797929763794","1.3185797929763794","1.3185797929763794"
"1365","1.624521255493164","1.624521255493164","1.624521255493164"
"1367","2.235778570175171","2.235778570175171","2.235778570175171"
"1369","1.839444875717163","1.839444875717163","1.839444875717163"
"1371","2.4254908561706543","2.4254908561706543","2.4254908561706543"
"1373","1.3629969358444214","1.3629969358444214","1.3629969358444214"
"1375","1.958545207977295","1.958545207977295","1.958545207977295"
"1377","2.4587721824645996","2.4587721824645996","2.4587721824645996"
"1379","2.567713975906372","2.567713975906372","2.567713975906372"
"1381","1.3088898658752441","1.3088898658752441","1.3088898658752441"
"1383","3.1356024742126465","3.1356024742126465","3.1356024742126465"
"1385","2.1521458625793457","2.1521458625793457","2.1521458625793457"
"1387","1.2527706623077393","1.2527706623077393","1.2527706623077393"
"1389","2.0525906085968018","2.0525906085968018","2.0525906085968018"
"1391","3.027535915374756","3.027535915374756","3.027535915374756"
"1393","1.9266676902770996","1.9266676902770996","1.9266676902770996"
"1395","1.4991687536239624","1.4991687536239624","1.4991687536239624"
"1397","1.6681197881698608","1.6681197881698608","1.6681197881698608"
"1399","1.5925015211105347","1.5925015211105347","1.5925015211105347"
"1401","2.0603036880493164","2.0603036880493164","2.0603036880493164"
"1403","1.5881047248840332","1.5881047248840332","1.5881047248840332"
"1405","1.9685465097427368","1.9685465097427368","1.9685465097427368"
"1407","2.0422024726867676","2.0422024726867676","2.0422024726867676"
"1409","1.409345030784607","1.409345030784607","1.409345030784607"
"1411","2.144759178161621","2.144759178161621","2.144759178161621"
"1413","2.938387155532837","2.938387155532837","2.938387155532837"
"1415","2.9220240116119385","2.9220240116119385","2.9220240116119385"
"1417","1.732994556427002","1.732994556427002","1.732994556427002"
"1419","2.097782611846924","2.097782611846924","2.097782611846924"
"1421","0.9352197051048279","0.9352197051048279","0.9352197051048279"
"1423","2.8775336742401123","2.8775336742401123","2.8775336742401123"
"1425","1.1182122230529785","1.1182122230529785","1.1182122230529785"
"1427","1.4771921634674072","1.4771921634674072","1.4771921634674072"
"1429","2.830785036087036","2.830785036087036","2.830785036087036"
"1431","3.1194305419921875","3.1194305419921875","3.1194305419921875"
"1433","0.7605401277542114","0.7605401277542114","0.7605401277542114"
"1435","2.084408760070801","2.084408760070801","2.084408760070801"
"1437","2.591090202331543","2.591090202331543","2.591090202331543"
"1439","1.8175396919250488","1.8175396919250488","1.8175396919250488"
"1441","2.314397096633911","2.314397096633911","2.314397096633911"
"1443","1.5473191738128662","1.5473191738128662","1.5473191738128662"
"1445","2.7049145698547363","2.7049145698547363","2.7049145698547363"
"1447","1.3375775814056396","1.3375775814056396","1.3375775814056396"
"1449","2.5639562606811523","2.5639562606811523","2.5639562606811523"
"1451","1.8887856006622314","1.8887856006622314","1.8887856006622314"
"1453","2.9456350803375244","2.9456350803375244","2.9456350803375244"
"1455","2.390342950820923","2.390342950820923","2.390342950820923"
"1457","1.4823741912841797","1.4823741912841797","1.4823741912841797"
"1459","2.502549648284912","2.502549648284912","2.502549648284912"
"1461","2.0232481956481934","2.0232481956481934","2.0232481956481934"
"1463","2.946319818496704","2.946319818496704","2.946319818496704"
"1465","2.079859733581543","2.079859733581543","2.079859733581543"
"1467","1.0757637023925781","1.0757637023925781","1.0757637023925781"
"1469","2.348273277282715","2.348273277282715","2.348273277282715"
"1471","2.8962273597717285","2.8962273597717285","2.8962273597717285"
"1473","1.113186001777649","1.113186001777649","1.113186001777649"
"1475","2.863856792449951","2.863856792449951","2.863856792449951"
"1477","1.0233635902404785","1.0233635902404785","1.0233635902404785"
"1479","2.75068998336792","2.75068998336792","2.75068998336792"
"1481","1.4331088066101074","1.4331088066101074","1.4331088066101074"
"1483","2.347956657409668","2.347956657409668","2.347956657409668"
"1485","1.4335193634033203","1.4335193634033203","1.4335193634033203"
"1487","2.6707305908203125","2.6707305908203125","2.6707305908203125"
"1489","2.2858736515045166","2.2858736515045166","2.2858736515045166"
"1491","1.6409351825714111","1.6409351825714111","1.6409351825714111"
"1493","1.730199933052063","1.730199933052063","1.730199933052063"
"1495","2.3509716987609863","2.3509716987609863","2.3509716987609863"
"1497","1.8741660118103027","1.8741660118103027","1.8741660118103027"
"1499","2.3607139587402344","2.3607139587402344","2.3607139587402344"
"1501","1.7610223293304443","1.7610223293304443","1.7610223293304443"
"1503","1.0166414976119995","1.0166414976119995","1.0166414976119995"
"1505","2.6411757469177246","2.6411757469177246","2.6411757469177246"
"1507","1.7535321712493896","1.7535321712493896","1.7535321712493896"
"1509","2.5109238624572754","2.5109238624572754","2.5109238624572754"
"1511","1.7255244255065918","1.7255244255065918","1.7255244255065918"
"1513","3.128061056137085","3.128061056137085","3.128061056137085"
"1515","1.9142885208129883","1.9142885208129883","1.9142885208129883"
"1517","2.0819778442382812","2.0819778442382812","2.0819778442382812"
"1519","2.8300256729125977","2.8300256729125977","2.8300256729125977"
"1521","1.4450809955596924","1.4450809955596924","1.4450809955596924"
"1523","1.7621848583221436","1.7621848583221436","1.7621848583221436"
"1525","2.452000856399536","2.452000856399536","2.452000856399536"
"1527","1.437544822692871","1.437544822692871","1.437544822692871"
"1529","2.9832448959350586","2.9832448959350586","2.9832448959350586"
"1531","1.5096431970596313","1.5096431970596313","1.5096431970596313"
"1533","2.645112991333008","2.645112991333008","2.645112991333008"
"1535","2.3679330348968506","2.3679330348968506","2.3679330348968506"
"1537","2.892275810241699","2.892275810241699","2.892275810241699"
"1539","2.9794299602508545","2.9794299602508545","2.9794299602508545"
"1541","2.7484545707702637","2.7484545707702637","2.7484545707702637"
"1543","3.109602451324463","3.109602451324463","3.109602451324463"
"1545","2.435032367706299","2.435032367706299","2.435032367706299"
"1547","1.642410397529602","1.642410397529602","1.642410397529602"
"1549","0.7068186402320862","0.7068186402320862","0.7068186402320862"
"1551","3.0773777961730957","3.0773777961730957","3.0773777961730957"
"1553","2.827617883682251","2.827617883682251","2.827617883682251"
"1555","2.1836767196655273","2.1836767196655273","2.1836767196655273"
"1557","1.6237225532531738","1.6237225532531738","1.6237225532531738"
"1559","1.089705467224121","1.089705467224121","1.089705467224121"
"1561","1.7860209941864014","1.7860209941864014","1.7860209941864014"
"1563","2.106572389602661","2.106572389602661","2.106572389602661"
"1565","2.525167465209961","2.525167465209961","2.525167465209961"
"1567","2.3260793685913086","2.3260793685913086","2.3260793685913086"
"1569","1.2767677307128906","1.2767677307128906","1.2767677307128906"
"1571","2.3557748794555664","2.3557748794555664","2.3557748794555664"
"1573","0.877785325050354","0.877785325050354","0.877785325050354"
"1575","1.2960999011993408","1.2960999011993408","1.2960999011993408"
"1577","1.3917772769927979","1.3917772769927979","1.3917772769927979"
"1579","2.8514254093170166","2.8514254093170166","2.8514254093170166"
"1581","2.8142287731170654","2.8142287731170654","2.8142287731170654"
"1583","2.1455516815185547","2.1455516815185547","2.1455516815185547"
"1585","1.644926905632019","1.644926905632019","1.644926905632019"
"1587","3.0209619998931885","3.0209619998931885","3.0209619998931885"
"1589","3.0877180099487305","3.0877180099487305","3.0877180099487305"
"1591","1.665682077407837","1.665682077407837","1.665682077407837"
"1593","2.5051920413970947","2.5051920413970947","2.5051920413970947"
"1595","2.0908145904541016","2.0908145904541016","2.0908145904541016"
"1597","0.24019426107406616","0.24019426107406616","0.24019426107406616"
"1599","2.80256724357605","2.80256724357605","2.80256724357605"
"1601","2.13558030128479","2.13558030128479","2.13558030128479"
"1603","2.4067368507385254","2.4067368507385254","2.4067368507385254"
"1605","2.1033544540405273","2.1033544540405273","2.1033544540405273"
"1607","2.5431671142578125","2.5431671142578125","2.5431671142578125"
"1609","2.3273141384124756","2.3273141384124756","2.3273141384124756"
"1611","2.7452259063720703","2.7452259063720703","2.7452259063720703"
"1613","2.002342700958252","2.002342700958252","2.002342700958252"
"1615","3.1247451305389404","3.1247451305389404","3.1247451305389404"
"1617","2.8035271167755127","2.8035271167755127","2.8035271167755127"
"1619","1.7359211444854736","1.7359211444854736","1.7359211444854736"
"1621","1.0272831916809082","1.0272831916809082","1.0272831916809082"
"1623","1.8881962299346924","1.8881962299346924","1.8881962299346924"
"1625","3.061345100402832","3.061345100402832","3.061345100402832"
"1627","3.030386209487915","3.030386209487915","3.030386209487915"
"1629","2.7913172245025635","2.7913172245025635","2.7913172245025635"
"1631","3.116063356399536","3.116063356399536","3.116063356399536"
"1633","2.3592076301574707","2.3592076301574707","2.3592076301574707"
"1635","2.4022648334503174","2.4022648334503174","2.4022648334503174"
"1637","1.116196632385254","1.116196632385254","1.116196632385254"
"1639","2.67321515083313","2.67321515083313","2.67321515083313"
"1641","1.8624680042266846","1.8624680042266846","1.8624680042266846"
"1643","2.870574951171875","2.870574951171875","2.870574951171875"
"1645","1.7524023056030273","1.7524023056030273","1.7524023056030273"
"1647","1.9423840045928955","1.9423840045928955","1.9423840045928955"
"1649","1.1889039278030396","1.1889039278030396","1.1889039278030396"
"1651","3.127653121948242","3.127653121948242","3.127653121948242"
"1653","2.213693618774414","2.213693618774414","2.213693618774414"
"1655","3.1096341609954834","3.1096341609954834","3.1096341609954834"
"1657","3.0337021350860596","3.0337021350860596","3.0337021350860596"
"1659","1.407367467880249","1.407367467880249","1.407367467880249"
"1661","1.1539292335510254","1.1539292335510254","1.1539292335510254"
"1663","2.2752432823181152","2.2752432823181152","2.2752432823181152"
"1665","2.7629802227020264","2.7629802227020264","2.7629802227020264"
"1667","1.3288369178771973","1.3288369178771973","1.3288369178771973"
"1669","1.7295994758605957","1.7295994758605957","1.7295994758605957"
"1671","2.0358974933624268","2.0358974933624268","2.0358974933624268"
"1673","2.235577344894409","2.235577344894409","2.235577344894409"
"1675","3.0910120010375977","3.0910120010375977","3.0910120010375977"
"1677","2.2799599170684814","2.2799599170684814","2.2799599170684814"
"1679","1.2829245328903198","1.2829245328903198","1.2829245328903198"
"1681","1.0330898761749268","1.0330898761749268","1.0330898761749268"
"1683","1.7218632698059082","1.7218632698059082","1.7218632698059082"
"1685","3.1132967472076416","3.1132967472076416","3.1132967472076416"
"1687","2.897758722305298","2.897758722305298","2.897758722305298"
"1689","1.9778964519500732","1.9778964519500732","1.9778964519500732"
"1691","2.529442310333252","2.529442310333252","2.529442310333252"
"1693","2.582260847091675","2.582260847091675","2.582260847091675"
"1695","0.5204242467880249","0.5204242467880249","0.5204242467880249"
"1697","2.8380637168884277","2.8380637168884277","2.8380637168884277"
"1699","0.968768298625946","0.968768298625946","0.968768298625946"
"1701","3.121070146560669","3.121070146560669","3.121070146560669"
"1703","2.235006809234619","2.235006809234619","2.235006809234619"
"1705","2.293891191482544","2.293891191482544","2.293891191482544"
"1707","2.8002960681915283","2.8002960681915283","2.8002960681915283"
"1709","1.3083115816116333","1.3083115816116333","1.3083115816116333"
"1711","0.7300772070884705","0.7300772070884705","0.7300772070884705"
"1713","1.67573881149292","1.67573881149292","1.67573881149292"
"1715","1.2340807914733887","1.2340807914733887","1.2340807914733887"
"1717","2.6646175384521484","2.6646175384521484","2.6646175384521484"
"1719","2.992095708847046","2.992095708847046","2.992095708847046"
"1721","0.7722330689430237","0.7722330689430237","0.7722330689430237"
"1723","1.20233154296875","1.20233154296875","1.20233154296875"
"1725","2.4144678115844727","2.4144678115844727","2.4144678115844727"
"1727","2.669766664505005","2.669766664505005","2.669766664505005"
"1729","1.7755126953125","1.7755126953125","1.7755126953125"
"1731","2.327144145965576","2.327144145965576","2.327144145965576"
"1733","1.3665506839752197","1.3665506839752197","1.3665506839752197"
"1735","1.5513637065887451","1.5513637065887451","1.5513637065887451"
"1737","1.6060442924499512","1.6060442924499512","1.6060442924499512"
"1739","3.1145594120025635","3.1145594120025635","3.1145594120025635"
"1741","2.305253028869629","2.305253028869629","2.305253028869629"
"1743","2.291501522064209","2.291501522064209","2.291501522064209"
"1745","1.1318529844284058","1.1318529844284058","1.1318529844284058"
"1747","2.9455111026763916","2.9455111026763916","2.9455111026763916"
"1749","0.6842132806777954","0.6842132806777954","0.6842132806777954"
"1751","2.584055185317993","2.584055185317993","2.584055185317993"
"1753","2.884471893310547","2.884471893310547","2.884471893310547"
"1755","0.7696963548660278","0.7696963548660278","0.7696963548660278"
"1757","1.8681977987289429","1.8681977987289429","1.8681977987289429"
"1759","2.812657117843628","2.812657117843628","2.812657117843628"
"1761","1.4493910074234009","1.4493910074234009","1.4493910074234009"
"1763","2.4923057556152344","2.4923057556152344","2.4923057556152344"
"1765","1.800097942352295","1.800097942352295","1.800097942352295"
"1767","1.9777463674545288","1.9777463674545288","1.9777463674545288"
"1769","1.9944630861282349","1.9944630861282349","1.9944630861282349"
"1771","1.7254420518875122","1.7254420518875122","1.7254420518875122"
"1773","1.371077299118042","1.371077299118042","1.371077299118042"
"1775","0.5369184613227844","0.5369184613227844","0.5369184613227844"
"1777","2.6417653560638428","2.6417653560638428","2.6417653560638428"
"1779","1.0881333351135254","1.0881333351135254","1.0881333351135254"
"1781","2.952969789505005","2.952969789505005","2.952969789505005"
"1783","3.0354504585266113","3.0354504585266113","3.0354504585266113"
"1785","3.1218819618225098","3.1218819618225098","3.1218819618225098"
"1787","1.876403570175171","1.876403570175171","1.876403570175171"
"1789","2.826958179473877","2.826958179473877","2.826958179473877"
"1791","2.8348639011383057","2.8348639011383057","2.8348639011383057"
"1793","2.7255325317382812","2.7255325317382812","2.7255325317382812"
"1795","2.877264976501465","2.877264976501465","2.877264976501465"
"1797","1.9796769618988037","1.9796769618988037","1.9796769618988037"
"1799","2.249980926513672","2.249980926513672","2.249980926513672"
