"Step","snowy-totem-28 - Test_Mean_Angular","snowy-totem-28 - Test_Mean_Angular__MIN","snowy-totem-28 - Test_Mean_Angular__MAX"
"1885","2.1338701248168945","2.1338701248168945","2.1338701248168945"
"1887","1.7597858905792236","1.7597858905792236","1.7597858905792236"
"1889","1.9130809307098389","1.9130809307098389","1.9130809307098389"
"1891","1.3733991384506226","1.3733991384506226","1.3733991384506226"
"1893","2.583090305328369","2.583090305328369","2.583090305328369"
"1895","1.658063292503357","1.658063292503357","1.658063292503357"
"1897","2.6547317504882812","2.6547317504882812","2.6547317504882812"
"1899","0.758788526058197","0.758788526058197","0.758788526058197"
"1901","2.7884163856506348","2.7884163856506348","2.7884163856506348"
"1903","0.9075435400009155","0.9075435400009155","0.9075435400009155"
"1905","1.9452296495437622","1.9452296495437622","1.9452296495437622"
"1907","1.242052435874939","1.242052435874939","1.242052435874939"
"1909","2.903111457824707","2.903111457824707","2.903111457824707"
"1911","2.2007617950439453","2.2007617950439453","2.2007617950439453"
"1913","2.665867567062378","2.665867567062378","2.665867567062378"
"1915","2.8649916648864746","2.8649916648864746","2.8649916648864746"
"1917","2.785034656524658","2.785034656524658","2.785034656524658"
"1919","0.9367704391479492","0.9367704391479492","0.9367704391479492"
"1921","0.678552508354187","0.678552508354187","0.678552508354187"
"1923","1.372083306312561","1.372083306312561","1.372083306312561"
"1925","1.7353161573410034","1.7353161573410034","1.7353161573410034"
"1927","1.2241424322128296","1.2241424322128296","1.2241424322128296"
"1929","2.360623359680176","2.360623359680176","2.360623359680176"
"1931","1.1372116804122925","1.1372116804122925","1.1372116804122925"
"1933","1.3813170194625854","1.3813170194625854","1.3813170194625854"
"1935","0.6453394889831543","0.6453394889831543","0.6453394889831543"
"1937","0.4636270999908447","0.4636270999908447","0.4636270999908447"
"1939","1.2036981582641602","1.2036981582641602","1.2036981582641602"
"1941","2.3659749031066895","2.3659749031066895","2.3659749031066895"
"1943","1.1225004196166992","1.1225004196166992","1.1225004196166992"
"1945","2.449755907058716","2.449755907058716","2.449755907058716"
"1947","1.5004653930664062","1.5004653930664062","1.5004653930664062"
"1949","2.492912530899048","2.492912530899048","2.492912530899048"
"1951","1.1500576734542847","1.1500576734542847","1.1500576734542847"
"1953","1.3436243534088135","1.3436243534088135","1.3436243534088135"
"1955","1.4807699918746948","1.4807699918746948","1.4807699918746948"
"1957","2.4520530700683594","2.4520530700683594","2.4520530700683594"
"1959","1.7944188117980957","1.7944188117980957","1.7944188117980957"
"1961","1.4093809127807617","1.4093809127807617","1.4093809127807617"
"1963","1.2669795751571655","1.2669795751571655","1.2669795751571655"
"1965","0.5618659257888794","0.5618659257888794","0.5618659257888794"
"1967","2.4714202880859375","2.4714202880859375","2.4714202880859375"
"1969","1.9395415782928467","1.9395415782928467","1.9395415782928467"
"1971","2.408677339553833","2.408677339553833","2.408677339553833"
"1973","2.893444776535034","2.893444776535034","2.893444776535034"
"1975","2.5295047760009766","2.5295047760009766","2.5295047760009766"
"1977","1.386946439743042","1.386946439743042","1.386946439743042"
"1979","2.563325881958008","2.563325881958008","2.563325881958008"
"1981","3.0779571533203125","3.0779571533203125","3.0779571533203125"
"1983","0.2279890477657318","0.2279890477657318","0.2279890477657318"
"1985","2.9688079357147217","2.9688079357147217","2.9688079357147217"
"1987","1.8029141426086426","1.8029141426086426","1.8029141426086426"
"1989","2.758334159851074","2.758334159851074","2.758334159851074"
"1991","2.6852869987487793","2.6852869987487793","2.6852869987487793"
"1993","0.1445547640323639","0.1445547640323639","0.1445547640323639"
"1995","1.6399561166763306","1.6399561166763306","1.6399561166763306"
"1997","0.5749515891075134","0.5749515891075134","0.5749515891075134"
"1999","0.8317877054214478","0.8317877054214478","0.8317877054214478"
"2001","1.6746444702148438","1.6746444702148438","1.6746444702148438"
"2003","0.5450412631034851","0.5450412631034851","0.5450412631034851"
"2005","0.7580867409706116","0.7580867409706116","0.7580867409706116"
"2007","1.19618558883667","1.19618558883667","1.19618558883667"
"2009","1.1763845682144165","1.1763845682144165","1.1763845682144165"
"2011","1.377730369567871","1.377730369567871","1.377730369567871"
"2013","2.426861524581909","2.426861524581909","2.426861524581909"
"2015","1.1117125749588013","1.1117125749588013","1.1117125749588013"
"2017","2.94997501373291","2.94997501373291","2.94997501373291"
"2019","1.1343603134155273","1.1343603134155273","1.1343603134155273"
"2021","1.3774490356445312","1.3774490356445312","1.3774490356445312"
"2023","0.5429367423057556","0.5429367423057556","0.5429367423057556"
"2025","2.6152045726776123","2.6152045726776123","2.6152045726776123"
"2027","1.8281645774841309","1.8281645774841309","1.8281645774841309"
"2029","1.8933663368225098","1.8933663368225098","1.8933663368225098"
"2031","1.3070812225341797","1.3070812225341797","1.3070812225341797"
"2033","1.361129879951477","1.361129879951477","1.361129879951477"
"2035","1.7184444665908813","1.7184444665908813","1.7184444665908813"
"2037","3.026182174682617","3.026182174682617","3.026182174682617"
"2039","2.1925313472747803","2.1925313472747803","2.1925313472747803"
"2041","2.296869993209839","2.296869993209839","2.296869993209839"
"2043","0.20571193099021912","0.20571193099021912","0.20571193099021912"
"2045","1.6512056589126587","1.6512056589126587","1.6512056589126587"
"2047","1.4630823135375977","1.4630823135375977","1.4630823135375977"
"2049","0.8316725492477417","0.8316725492477417","0.8316725492477417"
"2051","2.883150815963745","2.883150815963745","2.883150815963745"
"2053","1.9879776239395142","1.9879776239395142","1.9879776239395142"
"2055","1.6356885433197021","1.6356885433197021","1.6356885433197021"
"2057","1.3771976232528687","1.3771976232528687","1.3771976232528687"
"2059","2.842118263244629","2.842118263244629","2.842118263244629"
"2061","1.1680006980895996","1.1680006980895996","1.1680006980895996"
"2063","2.1758556365966797","2.1758556365966797","2.1758556365966797"
"2065","1.0119050741195679","1.0119050741195679","1.0119050741195679"
"2067","0.5600520372390747","0.5600520372390747","0.5600520372390747"
"2069","1.7817132472991943","1.7817132472991943","1.7817132472991943"
"2071","1.2380346059799194","1.2380346059799194","1.2380346059799194"
"2073","2.5527162551879883","2.5527162551879883","2.5527162551879883"
"2075","1.797592043876648","1.797592043876648","1.797592043876648"
"2077","0.5029618740081787","0.5029618740081787","0.5029618740081787"
"2079","0.49880069494247437","0.49880069494247437","0.49880069494247437"
"2081","0.6009527444839478","0.6009527444839478","0.6009527444839478"
"2083","0.5641795992851257","0.5641795992851257","0.5641795992851257"
"2085","2.143627643585205","2.143627643585205","2.143627643585205"
"2087","1.1181557178497314","1.1181557178497314","1.1181557178497314"
"2089","0.6150434613227844","0.6150434613227844","0.6150434613227844"
"2091","1.6986618041992188","1.6986618041992188","1.6986618041992188"
"2093","1.938503623008728","1.938503623008728","1.938503623008728"
"2095","2.9355430603027344","2.9355430603027344","2.9355430603027344"
"2097","1.9442046880722046","1.9442046880722046","1.9442046880722046"
"2099","2.9427967071533203","2.9427967071533203","2.9427967071533203"
"2101","2.6019954681396484","2.6019954681396484","2.6019954681396484"
"2103","2.044318675994873","2.044318675994873","2.044318675994873"
"2105","2.0029895305633545","2.0029895305633545","2.0029895305633545"
"2107","1.958185076713562","1.958185076713562","1.958185076713562"
"2109","2.2760157585144043","2.2760157585144043","2.2760157585144043"
"2111","3.0007874965667725","3.0007874965667725","3.0007874965667725"
"2113","1.1408109664916992","1.1408109664916992","1.1408109664916992"
"2115","1.0643436908721924","1.0643436908721924","1.0643436908721924"
"2117","0.615057110786438","0.615057110786438","0.615057110786438"
"2119","1.662758231163025","1.662758231163025","1.662758231163025"
"2121","0.9146766066551208","0.9146766066551208","0.9146766066551208"
"2123","2.6192638874053955","2.6192638874053955","2.6192638874053955"
"2125","0.9536100029945374","0.9536100029945374","0.9536100029945374"
"2127","3.117995023727417","3.117995023727417","3.117995023727417"
"2129","0.7988829016685486","0.7988829016685486","0.7988829016685486"
"2131","1.9599272012710571","1.9599272012710571","1.9599272012710571"
"2133","2.2481601238250732","2.2481601238250732","2.2481601238250732"
"2135","2.4636170864105225","2.4636170864105225","2.4636170864105225"
"2137","1.8309969902038574","1.8309969902038574","1.8309969902038574"
"2139","1.2975001335144043","1.2975001335144043","1.2975001335144043"
"2141","2.082253932952881","2.082253932952881","2.082253932952881"
"2143","3.102726697921753","3.102726697921753","3.102726697921753"
"2145","0.5514549612998962","0.5514549612998962","0.5514549612998962"
"2147","3.0920639038085938","3.0920639038085938","3.0920639038085938"
"2149","1.4359385967254639","1.4359385967254639","1.4359385967254639"
"2151","2.560307264328003","2.560307264328003","2.560307264328003"
"2153","2.4124207496643066","2.4124207496643066","2.4124207496643066"
"2155","0.7576385736465454","0.7576385736465454","0.7576385736465454"
"2157","2.429534673690796","2.429534673690796","2.429534673690796"
"2159","2.305046796798706","2.305046796798706","2.305046796798706"
"2161","0.6873879432678223","0.6873879432678223","0.6873879432678223"
"2163","1.4852663278579712","1.4852663278579712","1.4852663278579712"
"2165","1.2192211151123047","1.2192211151123047","1.2192211151123047"
"2167","1.6937377452850342","1.6937377452850342","1.6937377452850342"
"2169","3.0684051513671875","3.0684051513671875","3.0684051513671875"
"2171","1.00448477268219","1.00448477268219","1.00448477268219"
"2173","1.6657105684280396","1.6657105684280396","1.6657105684280396"
"2175","1.1381086111068726","1.1381086111068726","1.1381086111068726"
"2177","1.7805297374725342","1.7805297374725342","1.7805297374725342"
"2179","2.7208731174468994","2.7208731174468994","2.7208731174468994"
"2181","1.4512730836868286","1.4512730836868286","1.4512730836868286"
"2183","0.58151775598526","0.58151775598526","0.58151775598526"
"2185","1.8870136737823486","1.8870136737823486","1.8870136737823486"
"2187","2.8736162185668945","2.8736162185668945","2.8736162185668945"
"2189","0.3021756112575531","0.3021756112575531","0.3021756112575531"
"2191","3.035931348800659","3.035931348800659","3.035931348800659"
"2193","2.740074634552002","2.740074634552002","2.740074634552002"
"2195","1.8823046684265137","1.8823046684265137","1.8823046684265137"
"2197","1.1401522159576416","1.1401522159576416","1.1401522159576416"
"2199","1.0961724519729614","1.0961724519729614","1.0961724519729614"
"2201","1.386167049407959","1.386167049407959","1.386167049407959"
"2203","2.5744998455047607","2.5744998455047607","2.5744998455047607"
"2205","2.737340211868286","2.737340211868286","2.737340211868286"
"2207","1.1044695377349854","1.1044695377349854","1.1044695377349854"
"2209","1.9027676582336426","1.9027676582336426","1.9027676582336426"
"2211","0.15566223859786987","0.15566223859786987","0.15566223859786987"
"2213","3.029146671295166","3.029146671295166","3.029146671295166"
"2215","2.5294086933135986","2.5294086933135986","2.5294086933135986"
"2217","2.892862558364868","2.892862558364868","2.892862558364868"
"2219","0.46510252356529236","0.46510252356529236","0.46510252356529236"
"2221","1.5358989238739014","1.5358989238739014","1.5358989238739014"
"2223","0.9896596670150757","0.9896596670150757","0.9896596670150757"
"2225","2.910889148712158","2.910889148712158","2.910889148712158"
"2227","2.8497071266174316","2.8497071266174316","2.8497071266174316"
"2229","1.433246374130249","1.433246374130249","1.433246374130249"
"2231","1.537325143814087","1.537325143814087","1.537325143814087"
"2233","1.1514474153518677","1.1514474153518677","1.1514474153518677"
"2235","1.4658910036087036","1.4658910036087036","1.4658910036087036"
"2237","1.0060906410217285","1.0060906410217285","1.0060906410217285"
"2239","1.8606511354446411","1.8606511354446411","1.8606511354446411"
"2241","1.4791349172592163","1.4791349172592163","1.4791349172592163"
"2243","0.6450647711753845","0.6450647711753845","0.6450647711753845"
"2245","2.07452392578125","2.07452392578125","2.07452392578125"
"2247","0.904792070388794","0.904792070388794","0.904792070388794"
"2249","2.6832544803619385","2.6832544803619385","2.6832544803619385"
"2251","0.947371780872345","0.947371780872345","0.947371780872345"
"2253","0.9785630702972412","0.9785630702972412","0.9785630702972412"
"2255","1.561646580696106","1.561646580696106","1.561646580696106"
"2257","2.2959134578704834","2.2959134578704834","2.2959134578704834"
"2259","1.7131917476654053","1.7131917476654053","1.7131917476654053"
"2261","2.8744659423828125","2.8744659423828125","2.8744659423828125"
"2263","1.0499553680419922","1.0499553680419922","1.0499553680419922"
"2265","1.3101351261138916","1.3101351261138916","1.3101351261138916"
"2267","1.6276905536651611","1.6276905536651611","1.6276905536651611"
"2269","2.1473546028137207","2.1473546028137207","2.1473546028137207"
"2271","0.38940930366516113","0.38940930366516113","0.38940930366516113"
"2273","0.6439113020896912","0.6439113020896912","0.6439113020896912"
"2275","2.915661096572876","2.915661096572876","2.915661096572876"
"2277","1.5727452039718628","1.5727452039718628","1.5727452039718628"
"2279","2.9875874519348145","2.9875874519348145","2.9875874519348145"
"2281","1.7781095504760742","1.7781095504760742","1.7781095504760742"
"2283","2.964714765548706","2.964714765548706","2.964714765548706"
"2285","1.2259187698364258","1.2259187698364258","1.2259187698364258"
"2287","0.3467027246952057","0.3467027246952057","0.3467027246952057"
"2289","1.1976346969604492","1.1976346969604492","1.1976346969604492"
"2291","0.6809005737304688","0.6809005737304688","0.6809005737304688"
"2293","3.0358917713165283","3.0358917713165283","3.0358917713165283"
"2295","2.3942980766296387","2.3942980766296387","2.3942980766296387"
"2297","2.2714271545410156","2.2714271545410156","2.2714271545410156"
"2299","2.6845734119415283","2.6845734119415283","2.6845734119415283"
"2301","2.061241626739502","2.061241626739502","2.061241626739502"
"2303","1.104248046875","1.104248046875","1.104248046875"
"2305","1.2418665885925293","1.2418665885925293","1.2418665885925293"
"2307","2.615800142288208","2.615800142288208","2.615800142288208"
"2309","2.590071678161621","2.590071678161621","2.590071678161621"
"2311","1.5617949962615967","1.5617949962615967","1.5617949962615967"
"2313","1.6680209636688232","1.6680209636688232","1.6680209636688232"
"2315","1.5566813945770264","1.5566813945770264","1.5566813945770264"
"2317","2.885878801345825","2.885878801345825","2.885878801345825"
"2319","0.7426581382751465","0.7426581382751465","0.7426581382751465"
"2321","2.503490924835205","2.503490924835205","2.503490924835205"
"2323","2.698789119720459","2.698789119720459","2.698789119720459"
"2325","0.8781629204750061","0.8781629204750061","0.8781629204750061"
"2327","2.7479846477508545","2.7479846477508545","2.7479846477508545"
"2329","2.69787335395813","2.69787335395813","2.69787335395813"
"2331","0.23107872903347015","0.23107872903347015","0.23107872903347015"
"2333","1.0250368118286133","1.0250368118286133","1.0250368118286133"
"2335","2.1755712032318115","2.1755712032318115","2.1755712032318115"
"2337","0.2534685730934143","0.2534685730934143","0.2534685730934143"
"2339","2.63077449798584","2.63077449798584","2.63077449798584"
"2341","2.7294905185699463","2.7294905185699463","2.7294905185699463"
"2343","2.49696683883667","2.49696683883667","2.49696683883667"
"2345","1.6743090152740479","1.6743090152740479","1.6743090152740479"
"2347","1.8326740264892578","1.8326740264892578","1.8326740264892578"
"2349","2.0371835231781006","2.0371835231781006","2.0371835231781006"
"2351","3.109281539916992","3.109281539916992","3.109281539916992"
"2353","0.6465107202529907","0.6465107202529907","0.6465107202529907"
"2355","0.9091905355453491","0.9091905355453491","0.9091905355453491"
"2357","1.5294091701507568","1.5294091701507568","1.5294091701507568"
"2359","2.1219139099121094","2.1219139099121094","2.1219139099121094"
"2361","3.1375811100006104","3.1375811100006104","3.1375811100006104"
"2363","1.2921507358551025","1.2921507358551025","1.2921507358551025"
"2365","1.4117796421051025","1.4117796421051025","1.4117796421051025"
"2367","1.9470269680023193","1.9470269680023193","1.9470269680023193"
"2369","1.0694458484649658","1.0694458484649658","1.0694458484649658"
"2371","2.026858329772949","2.026858329772949","2.026858329772949"
"2373","1.652502179145813","1.652502179145813","1.652502179145813"
"2375","2.498292922973633","2.498292922973633","2.498292922973633"
"2377","1.3562651872634888","1.3562651872634888","1.3562651872634888"
"2379","2.9507429599761963","2.9507429599761963","2.9507429599761963"
"2381","1.3729122877120972","1.3729122877120972","1.3729122877120972"
"2383","1.9025694131851196","1.9025694131851196","1.9025694131851196"
"2385","2.7237751483917236","2.7237751483917236","2.7237751483917236"
"2387","0.8498368859291077","0.8498368859291077","0.8498368859291077"
"2389","0.3309204578399658","0.3309204578399658","0.3309204578399658"
"2391","2.6646158695220947","2.6646158695220947","2.6646158695220947"
"2393","1.009652853012085","1.009652853012085","1.009652853012085"
"2395","3.0098161697387695","3.0098161697387695","3.0098161697387695"
"2397","1.133374810218811","1.133374810218811","1.133374810218811"
"2399","1.091037631034851","1.091037631034851","1.091037631034851"
"2401","2.1572580337524414","2.1572580337524414","2.1572580337524414"
"2403","2.3048791885375977","2.3048791885375977","2.3048791885375977"
"2405","1.284671425819397","1.284671425819397","1.284671425819397"
"2407","0.3105598986148834","0.3105598986148834","0.3105598986148834"
"2409","0.8119924664497375","0.8119924664497375","0.8119924664497375"
"2411","2.79941463470459","2.79941463470459","2.79941463470459"
"2413","0.5873504281044006","0.5873504281044006","0.5873504281044006"
"2415","2.286480188369751","2.286480188369751","2.286480188369751"
"2417","1.235757827758789","1.235757827758789","1.235757827758789"
"2419","1.9028685092926025","1.9028685092926025","1.9028685092926025"
"2421","1.8034114837646484","1.8034114837646484","1.8034114837646484"
"2423","2.268552780151367","2.268552780151367","2.268552780151367"
"2425","3.0647025108337402","3.0647025108337402","3.0647025108337402"
"2427","0.7812034487724304","0.7812034487724304","0.7812034487724304"
"2429","1.9440281391143799","1.9440281391143799","1.9440281391143799"
"2431","2.6491684913635254","2.6491684913635254","2.6491684913635254"
"2433","1.6764050722122192","1.6764050722122192","1.6764050722122192"
"2435","2.254270553588867","2.254270553588867","2.254270553588867"
"2437","2.590131998062134","2.590131998062134","2.590131998062134"
"2439","1.2329719066619873","1.2329719066619873","1.2329719066619873"
"2441","2.8037006855010986","2.8037006855010986","2.8037006855010986"
"2443","1.0130324363708496","1.0130324363708496","1.0130324363708496"
"2445","1.5445902347564697","1.5445902347564697","1.5445902347564697"
"2447","1.6187586784362793","1.6187586784362793","1.6187586784362793"
"2449","2.6921041011810303","2.6921041011810303","2.6921041011810303"
"2451","0.6465141177177429","0.6465141177177429","0.6465141177177429"
"2453","1.8291068077087402","1.8291068077087402","1.8291068077087402"
"2455","1.6869230270385742","1.6869230270385742","1.6869230270385742"
"2457","0.5029690265655518","0.5029690265655518","0.5029690265655518"
"2459","1.0090217590332031","1.0090217590332031","1.0090217590332031"
"2461","1.4092382192611694","1.4092382192611694","1.4092382192611694"
"2463","1.0780948400497437","1.0780948400497437","1.0780948400497437"
"2465","2.6929092407226562","2.6929092407226562","2.6929092407226562"
"2467","1.5218489170074463","1.5218489170074463","1.5218489170074463"
"2469","2.273930549621582","2.273930549621582","2.273930549621582"
"2471","1.584035873413086","1.584035873413086","1.584035873413086"
"2473","0.8627448081970215","0.8627448081970215","0.8627448081970215"
"2475","2.3144145011901855","2.3144145011901855","2.3144145011901855"
"2477","1.0026404857635498","1.0026404857635498","1.0026404857635498"
"2479","1.062558650970459","1.062558650970459","1.062558650970459"
"2481","0.9411797523498535","0.9411797523498535","0.9411797523498535"
"2483","2.047064781188965","2.047064781188965","2.047064781188965"
"2485","2.599362850189209","2.599362850189209","2.599362850189209"
"2487","1.3139326572418213","1.3139326572418213","1.3139326572418213"
"2489","2.902834177017212","2.902834177017212","2.902834177017212"
"2491","3.01952862739563","3.01952862739563","3.01952862739563"
"2493","1.3651176691055298","1.3651176691055298","1.3651176691055298"
"2495","1.1056458950042725","1.1056458950042725","1.1056458950042725"
"2497","1.0173366069793701","1.0173366069793701","1.0173366069793701"
"2499","2.6230807304382324","2.6230807304382324","2.6230807304382324"
"2501","2.9950835704803467","2.9950835704803467","2.9950835704803467"
"2503","0.7969790101051331","0.7969790101051331","0.7969790101051331"
"2505","2.3184540271759033","2.3184540271759033","2.3184540271759033"
"2507","1.1510798931121826","1.1510798931121826","1.1510798931121826"
"2509","1.5189220905303955","1.5189220905303955","1.5189220905303955"
"2511","0.3279922604560852","0.3279922604560852","0.3279922604560852"
"2513","1.5326734781265259","1.5326734781265259","1.5326734781265259"
"2515","2.8473658561706543","2.8473658561706543","2.8473658561706543"
"2517","1.5350502729415894","1.5350502729415894","1.5350502729415894"
"2519","0.5073131918907166","0.5073131918907166","0.5073131918907166"
"2521","0.771530270576477","0.771530270576477","0.771530270576477"
"2523","1.7672297954559326","1.7672297954559326","1.7672297954559326"
"2525","0.5583586692810059","0.5583586692810059","0.5583586692810059"
"2527","2.828209400177002","2.828209400177002","2.828209400177002"
"2529","2.62933349609375","2.62933349609375","2.62933349609375"
"2531","2.4427363872528076","2.4427363872528076","2.4427363872528076"
