"Step","genial-sweep-15 - Train_Mean_Angular","genial-sweep-15 - Train_Mean_Angular__MIN","genial-sweep-15 - Train_Mean_Angular__MAX","hopeful-sweep-14 - Train_Mean_Angular","hopeful-sweep-14 - Train_Mean_Angular__MIN","hopeful-sweep-14 - Train_Mean_Angular__MAX","deep-sweep-13 - Train_Mean_Angular","deep-sweep-13 - Train_Mean_Angular__MIN","deep-sweep-13 - Train_Mean_Angular__MAX","gallant-sweep-12 - Train_Mean_Angular","gallant-sweep-12 - Train_Mean_Angular__MIN","gallant-sweep-12 - Train_Mean_Angular__MAX","visionary-sweep-11 - Train_Mean_Angular","visionary-sweep-11 - Train_Mean_Angular__MIN","visionary-sweep-11 - Train_Mean_Angular__MAX","resilient-sweep-10 - Train_Mean_Angular","resilient-sweep-10 - Train_Mean_Angular__MIN","resilient-sweep-10 - Train_Mean_Angular__MAX","fragrant-sweep-9 - Train_Mean_Angular","fragrant-sweep-9 - Train_Mean_Angular__MIN","fragrant-sweep-9 - Train_Mean_Angular__MAX","young-sweep-8 - Train_Mean_Angular","young-sweep-8 - Train_Mean_Angular__MIN","young-sweep-8 - Train_Mean_Angular__MAX","fine-sweep-6 - Train_Mean_Angular","fine-sweep-6 - Train_Mean_Angular__MIN","fine-sweep-6 - Train_Mean_Angular__MAX","vivid-sweep-5 - Train_Mean_Angular","vivid-sweep-5 - Train_Mean_Angular__MIN","vivid-sweep-5 - Train_Mean_Angular__MAX"
"420","1.7138631343841553","1.7138631343841553","1.7138631343841553","2.2870984077453613","2.2870984077453613","2.2870984077453613","2.1443657875061035","2.1443657875061035","2.1443657875061035","2.129866123199463","2.129866123199463","2.129866123199463","2.4174914360046387","2.4174914360046387","2.4174914360046387","2.040475845336914","2.040475845336914","2.040475845336914","1.9709455966949463","1.9709455966949463","1.9709455966949463","2.319763422012329","2.319763422012329","2.319763422012329","1.8660659790039062","1.8660659790039062","1.8660659790039062","2.5406665802001953","2.5406665802001953","2.5406665802001953"
"423","1.9280751943588257","1.9280751943588257","1.9280751943588257","2.4106099605560303","2.4106099605560303","2.4106099605560303","2.1982975006103516","2.1982975006103516","2.1982975006103516","2.1897599697113037","2.1897599697113037","2.1897599697113037","2.481553554534912","2.481553554534912","2.481553554534912","2.2317662239074707","2.2317662239074707","2.2317662239074707","1.97857666015625","1.97857666015625","1.97857666015625","2.184831142425537","2.184831142425537","2.184831142425537","2.191254138946533","2.191254138946533","2.191254138946533","2.3180060386657715","2.3180060386657715","2.3180060386657715"
"426","2.4022276401519775","2.4022276401519775","2.4022276401519775","2.523664951324463","2.523664951324463","2.523664951324463","2.292790412902832","2.292790412902832","2.292790412902832","2.4229912757873535","2.4229912757873535","2.4229912757873535","2.6518754959106445","2.6518754959106445","2.6518754959106445","2.231698513031006","2.231698513031006","2.231698513031006","2.323699474334717","2.323699474334717","2.323699474334717","2.276611328125","2.276611328125","2.276611328125","2.207336187362671","2.207336187362671","2.207336187362671","1.9927735328674316","1.9927735328674316","1.9927735328674316"
"429","2.64609432220459","2.64609432220459","2.64609432220459","2.284738540649414","2.284738540649414","2.284738540649414","2.220510959625244","2.220510959625244","2.220510959625244","2.2544021606445312","2.2544021606445312","2.2544021606445312","1.5947630405426025","1.5947630405426025","1.5947630405426025","2.2144594192504883","2.2144594192504883","2.2144594192504883","2.39840030670166","2.39840030670166","2.39840030670166","2.1235923767089844","2.1235923767089844","2.1235923767089844","2.474318504333496","2.474318504333496","2.474318504333496","2.1590890884399414","2.1590890884399414","2.1590890884399414"
"432","1.8936772346496582","1.8936772346496582","1.8936772346496582","2.3612751960754395","2.3612751960754395","2.3612751960754395","2.2487192153930664","2.2487192153930664","2.2487192153930664","1.9731457233428955","1.9731457233428955","1.9731457233428955","1.9998137950897217","1.9998137950897217","1.9998137950897217","1.9985979795455933","1.9985979795455933","1.9985979795455933","2.2604713439941406","2.2604713439941406","2.2604713439941406","2.40230131149292","2.40230131149292","2.40230131149292","1.9485523700714111","1.9485523700714111","1.9485523700714111","2.377730369567871","2.377730369567871","2.377730369567871"
"435","2.8040549755096436","2.8040549755096436","2.8040549755096436","2.5549867153167725","2.5549867153167725","2.5549867153167725","2.050086736679077","2.050086736679077","2.050086736679077","2.1363258361816406","2.1363258361816406","2.1363258361816406","2.7377662658691406","2.7377662658691406","2.7377662658691406","2.204285144805908","2.204285144805908","2.204285144805908","1.904468059539795","1.904468059539795","1.904468059539795","2.1304736137390137","2.1304736137390137","2.1304736137390137","2.2557663917541504","2.2557663917541504","2.2557663917541504","1.9768633842468262","1.9768633842468262","1.9768633842468262"
"438","2.8440160751342773","2.8440160751342773","2.8440160751342773","2.663666009902954","2.663666009902954","2.663666009902954","2.163546085357666","2.163546085357666","2.163546085357666","2.3486697673797607","2.3486697673797607","2.3486697673797607","2.6116347312927246","2.6116347312927246","2.6116347312927246","2.1048636436462402","2.1048636436462402","2.1048636436462402","2.4067578315734863","2.4067578315734863","2.4067578315734863","1.9419076442718506","1.9419076442718506","1.9419076442718506","2.214627265930176","2.214627265930176","2.214627265930176","1.973097324371338","1.973097324371338","1.973097324371338"
"441","2.03407621383667","2.03407621383667","2.03407621383667","2.089808940887451","2.089808940887451","2.089808940887451","2.1205708980560303","2.1205708980560303","2.1205708980560303","2.334500312805176","2.334500312805176","2.334500312805176","2.0447921752929688","2.0447921752929688","2.0447921752929688","2.1300454139709473","2.1300454139709473","2.1300454139709473","1.9437108039855957","1.9437108039855957","1.9437108039855957","2.2380878925323486","2.2380878925323486","2.2380878925323486","2.4307847023010254","2.4307847023010254","2.4307847023010254","2.0972349643707275","2.0972349643707275","2.0972349643707275"
"444","2.307199001312256","2.307199001312256","2.307199001312256","2.359388828277588","2.359388828277588","2.359388828277588","2.170596122741699","2.170596122741699","2.170596122741699","2.0457286834716797","2.0457286834716797","2.0457286834716797","2.1996371746063232","2.1996371746063232","2.1996371746063232","2.1999735832214355","2.1999735832214355","2.1999735832214355","2.1717607975006104","2.1717607975006104","2.1717607975006104","2.2530369758605957","2.2530369758605957","2.2530369758605957","2.7097654342651367","2.7097654342651367","2.7097654342651367","2.5532193183898926","2.5532193183898926","2.5532193183898926"
"447","2.462240219116211","2.462240219116211","2.462240219116211","2.187680959701538","2.187680959701538","2.187680959701538","2.2822957038879395","2.2822957038879395","2.2822957038879395","2.375932216644287","2.375932216644287","2.375932216644287","2.0880370140075684","2.0880370140075684","2.0880370140075684","2.151660680770874","2.151660680770874","2.151660680770874","2.2556633949279785","2.2556633949279785","2.2556633949279785","1.9813964366912842","1.9813964366912842","1.9813964366912842","2.304541826248169","2.304541826248169","2.304541826248169","2.283627986907959","2.283627986907959","2.283627986907959"
"450","2.347416877746582","2.347416877746582","2.347416877746582","1.6485285758972168","1.6485285758972168","1.6485285758972168","2.3688604831695557","2.3688604831695557","2.3688604831695557","2.1271913051605225","2.1271913051605225","2.1271913051605225","2.2576489448547363","2.2576489448547363","2.2576489448547363","2.2461628913879395","2.2461628913879395","2.2461628913879395","2.3498945236206055","2.3498945236206055","2.3498945236206055","2.1870713233947754","2.1870713233947754","2.1870713233947754","2.0615179538726807","2.0615179538726807","2.0615179538726807","1.7630879878997803","1.7630879878997803","1.7630879878997803"
"453","2.989337921142578","2.989337921142578","2.989337921142578","1.9380544424057007","1.9380544424057007","1.9380544424057007","2.1810688972473145","2.1810688972473145","2.1810688972473145","2.2066140174865723","2.2066140174865723","2.2066140174865723","1.5841848850250244","1.5841848850250244","1.5841848850250244","2.2271533012390137","2.2271533012390137","2.2271533012390137","2.468181610107422","2.468181610107422","2.468181610107422","2.1971335411071777","2.1971335411071777","2.1971335411071777","2.1215341091156006","2.1215341091156006","2.1215341091156006","2.3627545833587646","2.3627545833587646","2.3627545833587646"
"456","2.277125358581543","2.277125358581543","2.277125358581543","2.252474069595337","2.252474069595337","2.252474069595337","2.238539457321167","2.238539457321167","2.238539457321167","2.139416456222534","2.139416456222534","2.139416456222534","2.4325497150421143","2.4325497150421143","2.4325497150421143","2.0661492347717285","2.0661492347717285","2.0661492347717285","2.321291923522949","2.321291923522949","2.321291923522949","2.5010671615600586","2.5010671615600586","2.5010671615600586","2.2096757888793945","2.2096757888793945","2.2096757888793945","2.2073068618774414","2.2073068618774414","2.2073068618774414"
"459","2.5944666862487793","2.5944666862487793","2.5944666862487793","2.495069980621338","2.495069980621338","2.495069980621338","2.0597751140594482","2.0597751140594482","2.0597751140594482","2.342451333999634","2.342451333999634","2.342451333999634","2.322697639465332","2.322697639465332","2.322697639465332","2.2152230739593506","2.2152230739593506","2.2152230739593506","2.0630502700805664","2.0630502700805664","2.0630502700805664","2.182957172393799","2.182957172393799","2.182957172393799","2.0580408573150635","2.0580408573150635","2.0580408573150635","2.453744411468506","2.453744411468506","2.453744411468506"
"462","2.5236048698425293","2.5236048698425293","2.5236048698425293","2.1491570472717285","2.1491570472717285","2.1491570472717285","2.1543381214141846","2.1543381214141846","2.1543381214141846","2.1876578330993652","2.1876578330993652","2.1876578330993652","2.0232436656951904","2.0232436656951904","2.0232436656951904","2.027440071105957","2.027440071105957","2.027440071105957","2.3646609783172607","2.3646609783172607","2.3646609783172607","1.8130494356155396","1.8130494356155396","1.8130494356155396","2.531097412109375","2.531097412109375","2.531097412109375","2.0590524673461914","2.0590524673461914","2.0590524673461914"
"465","2.1785073280334473","2.1785073280334473","2.1785073280334473","1.9728038311004639","1.9728038311004639","1.9728038311004639","2.1251730918884277","2.1251730918884277","2.1251730918884277","2.014392614364624","2.014392614364624","2.014392614364624","2.1201319694519043","2.1201319694519043","2.1201319694519043","1.9518263339996338","1.9518263339996338","1.9518263339996338","2.421098232269287","2.421098232269287","2.421098232269287","2.290893316268921","2.290893316268921","2.290893316268921","2.0109219551086426","2.0109219551086426","2.0109219551086426","2.3414227962493896","2.3414227962493896","2.3414227962493896"
"468","2.556912899017334","2.556912899017334","2.556912899017334","1.9670926332473755","1.9670926332473755","1.9670926332473755","2.273668050765991","2.273668050765991","2.273668050765991","2.239929676055908","2.239929676055908","2.239929676055908","1.9126373529434204","1.9126373529434204","1.9126373529434204","2.156492233276367","2.156492233276367","2.156492233276367","2.3372442722320557","2.3372442722320557","2.3372442722320557","2.3072707653045654","2.3072707653045654","2.3072707653045654","2.5410633087158203","2.5410633087158203","2.5410633087158203","2.2817530632019043","2.2817530632019043","2.2817530632019043"
"471","2.2333617210388184","2.2333617210388184","2.2333617210388184","1.5920467376708984","1.5920467376708984","1.5920467376708984","1.997759222984314","1.997759222984314","1.997759222984314","2.3272719383239746","2.3272719383239746","2.3272719383239746","2.4921374320983887","2.4921374320983887","2.4921374320983887","2.132183790206909","2.132183790206909","2.132183790206909","2.255361795425415","2.255361795425415","2.255361795425415","2.2402658462524414","2.2402658462524414","2.2402658462524414","2.386195659637451","2.386195659637451","2.386195659637451","2.497548818588257","2.497548818588257","2.497548818588257"
"474","2.222440481185913","2.222440481185913","2.222440481185913","2.4098596572875977","2.4098596572875977","2.4098596572875977","2.278096914291382","2.278096914291382","2.278096914291382","2.0281591415405273","2.0281591415405273","2.0281591415405273","2.559398889541626","2.559398889541626","2.559398889541626","2.2186784744262695","2.2186784744262695","2.2186784744262695","2.19797682762146","2.19797682762146","2.19797682762146","2.209169864654541","2.209169864654541","2.209169864654541","2.4138364791870117","2.4138364791870117","2.4138364791870117","2.561011552810669","2.561011552810669","2.561011552810669"
"477","2.093447208404541","2.093447208404541","2.093447208404541","1.9770050048828125","1.9770050048828125","1.9770050048828125","2.217557907104492","2.217557907104492","2.217557907104492","2.332517147064209","2.332517147064209","2.332517147064209","2.595374822616577","2.595374822616577","2.595374822616577","2.0744431018829346","2.0744431018829346","2.0744431018829346","1.7937939167022705","1.7937939167022705","1.7937939167022705","2.10823655128479","2.10823655128479","2.10823655128479","2.54831862449646","2.54831862449646","2.54831862449646","1.8649818897247314","1.8649818897247314","1.8649818897247314"
"480","2.303553581237793","2.303553581237793","2.303553581237793","2.1818320751190186","2.1818320751190186","2.1818320751190186","2.277398109436035","2.277398109436035","2.277398109436035","2.2731590270996094","2.2731590270996094","2.2731590270996094","2.428741455078125","2.428741455078125","2.428741455078125","2.3530755043029785","2.3530755043029785","2.3530755043029785","2.32615065574646","2.32615065574646","2.32615065574646","2.353489398956299","2.353489398956299","2.353489398956299","2.2885236740112305","2.2885236740112305","2.2885236740112305","1.6882307529449463","1.6882307529449463","1.6882307529449463"
"483","2.022059917449951","2.022059917449951","2.022059917449951","2.446664810180664","2.446664810180664","2.446664810180664","2.2890563011169434","2.2890563011169434","2.2890563011169434","2.2927334308624268","2.2927334308624268","2.2927334308624268","2.2047510147094727","2.2047510147094727","2.2047510147094727","2.218043327331543","2.218043327331543","2.218043327331543","2.507026195526123","2.507026195526123","2.507026195526123","2.148928642272949","2.148928642272949","2.148928642272949","2.2504138946533203","2.2504138946533203","2.2504138946533203","2.5279712677001953","2.5279712677001953","2.5279712677001953"
"486","2.6665761470794678","2.6665761470794678","2.6665761470794678","2.3743577003479004","2.3743577003479004","2.3743577003479004","2.216460943222046","2.216460943222046","2.216460943222046","2.0776143074035645","2.0776143074035645","2.0776143074035645","1.770613670349121","1.770613670349121","1.770613670349121","2.3007283210754395","2.3007283210754395","2.3007283210754395","2.165505886077881","2.165505886077881","2.165505886077881","2.3338449001312256","2.3338449001312256","2.3338449001312256","2.0501561164855957","2.0501561164855957","2.0501561164855957","1.982796549797058","1.982796549797058","1.982796549797058"
"489","2.17863130569458","2.17863130569458","2.17863130569458","2.2854902744293213","2.2854902744293213","2.2854902744293213","2.0647506713867188","2.0647506713867188","2.0647506713867188","2.4141881465911865","2.4141881465911865","2.4141881465911865","2.4066057205200195","2.4066057205200195","2.4066057205200195","2.250948905944824","2.250948905944824","2.250948905944824","2.086571216583252","2.086571216583252","2.086571216583252","2.345203399658203","2.345203399658203","2.345203399658203","2.0053014755249023","2.0053014755249023","2.0053014755249023","1.99074125289917","1.99074125289917","1.99074125289917"
"492","2.345094680786133","2.345094680786133","2.345094680786133","2.267881393432617","2.267881393432617","2.267881393432617","2.3049066066741943","2.3049066066741943","2.3049066066741943","2.1485815048217773","2.1485815048217773","2.1485815048217773","2.556337356567383","2.556337356567383","2.556337356567383","2.349799156188965","2.349799156188965","2.349799156188965","2.2604691982269287","2.2604691982269287","2.2604691982269287","2.0270955562591553","2.0270955562591553","2.0270955562591553","2.598433017730713","2.598433017730713","2.598433017730713","2.150052785873413","2.150052785873413","2.150052785873413"
"495","2.7316782474517822","2.7316782474517822","2.7316782474517822","2.1521501541137695","2.1521501541137695","2.1521501541137695","2.2784361839294434","2.2784361839294434","2.2784361839294434","2.1805191040039062","2.1805191040039062","2.1805191040039062","2.1502041816711426","2.1502041816711426","2.1502041816711426","2.305325508117676","2.305325508117676","2.305325508117676","2.0968432426452637","2.0968432426452637","2.0968432426452637","2.163349151611328","2.163349151611328","2.163349151611328","2.5695531368255615","2.5695531368255615","2.5695531368255615","2.065281391143799","2.065281391143799","2.065281391143799"
"498","2.0790934562683105","2.0790934562683105","2.0790934562683105","2.652909755706787","2.652909755706787","2.652909755706787","2.175543785095215","2.175543785095215","2.175543785095215","2.3604860305786133","2.3604860305786133","2.3604860305786133","2.018916606903076","2.018916606903076","2.018916606903076","2.20428466796875","2.20428466796875","2.20428466796875","2.0179150104522705","2.0179150104522705","2.0179150104522705","2.106618881225586","2.106618881225586","2.106618881225586","2.0489134788513184","2.0489134788513184","2.0489134788513184","1.962678074836731","1.962678074836731","1.962678074836731"
"501","1.7024245262145996","1.7024245262145996","1.7024245262145996","2.2019495964050293","2.2019495964050293","2.2019495964050293","2.1022958755493164","2.1022958755493164","2.1022958755493164","2.021792411804199","2.021792411804199","2.021792411804199","2.321483612060547","2.321483612060547","2.321483612060547","2.1239559650421143","2.1239559650421143","2.1239559650421143","1.3618723154067993","1.3618723154067993","1.3618723154067993","2.3206582069396973","2.3206582069396973","2.3206582069396973","2.02598237991333","2.02598237991333","2.02598237991333","2.2138681411743164","2.2138681411743164","2.2138681411743164"
"504","1.9998283386230469","1.9998283386230469","1.9998283386230469","1.6066335439682007","1.6066335439682007","1.6066335439682007","2.0321052074432373","2.0321052074432373","2.0321052074432373","2.18967866897583","2.18967866897583","2.18967866897583","2.1411468982696533","2.1411468982696533","2.1411468982696533","2.2376084327697754","2.2376084327697754","2.2376084327697754","2.5901436805725098","2.5901436805725098","2.5901436805725098","2.0439157485961914","2.0439157485961914","2.0439157485961914","2.1194674968719482","2.1194674968719482","2.1194674968719482","2.2495856285095215","2.2495856285095215","2.2495856285095215"
"507","2.3365540504455566","2.3365540504455566","2.3365540504455566","2.228286027908325","2.228286027908325","2.228286027908325","2.304227113723755","2.304227113723755","2.304227113723755","2.3507611751556396","2.3507611751556396","2.3507611751556396","2.496678113937378","2.496678113937378","2.496678113937378","2.3007473945617676","2.3007473945617676","2.3007473945617676","2.07159161567688","2.07159161567688","2.07159161567688","2.2468438148498535","2.2468438148498535","2.2468438148498535","2.100586175918579","2.100586175918579","2.100586175918579","2.2567920684814453","2.2567920684814453","2.2567920684814453"
"510","2.183269500732422","2.183269500732422","2.183269500732422","2.1961116790771484","2.1961116790771484","2.1961116790771484","2.1418254375457764","2.1418254375457764","2.1418254375457764","2.201465606689453","2.201465606689453","2.201465606689453","2.4627060890197754","2.4627060890197754","2.4627060890197754","2.1218371391296387","2.1218371391296387","2.1218371391296387","2.101372718811035","2.101372718811035","2.101372718811035","2.31180477142334","2.31180477142334","2.31180477142334","2.264843463897705","2.264843463897705","2.264843463897705","2.218923330307007","2.218923330307007","2.218923330307007"
"513","2.265329599380493","2.265329599380493","2.265329599380493","2.076627254486084","2.076627254486084","2.076627254486084","2.2073066234588623","2.2073066234588623","2.2073066234588623","2.1184589862823486","2.1184589862823486","2.1184589862823486","2.377053737640381","2.377053737640381","2.377053737640381","2.128100633621216","2.128100633621216","2.128100633621216","1.8850373029708862","1.8850373029708862","1.8850373029708862","2.3162143230438232","2.3162143230438232","2.3162143230438232","2.380825996398926","2.380825996398926","2.380825996398926","1.8643882274627686","1.8643882274627686","1.8643882274627686"
"516","1.2632269859313965","1.2632269859313965","1.2632269859313965","2.027373790740967","2.027373790740967","2.027373790740967","2.260524272918701","2.260524272918701","2.260524272918701","2.302536964416504","2.302536964416504","2.302536964416504","2.912306547164917","2.912306547164917","2.912306547164917","2.1554017066955566","2.1554017066955566","2.1554017066955566","2.3485941886901855","2.3485941886901855","2.3485941886901855","2.4015512466430664","2.4015512466430664","2.4015512466430664","2.5212228298187256","2.5212228298187256","2.5212228298187256","2.5018134117126465","2.5018134117126465","2.5018134117126465"
"519","2.1419379711151123","2.1419379711151123","2.1419379711151123","2.036594867706299","2.036594867706299","2.036594867706299","2.278837203979492","2.278837203979492","2.278837203979492","2.033580780029297","2.033580780029297","2.033580780029297","1.6951313018798828","1.6951313018798828","1.6951313018798828","2.2200684547424316","2.2200684547424316","2.2200684547424316","2.2489442825317383","2.2489442825317383","2.2489442825317383","2.2941465377807617","2.2941465377807617","2.2941465377807617","2.2946879863739014","2.2946879863739014","2.2946879863739014","2.3399219512939453","2.3399219512939453","2.3399219512939453"
"522","2.6137659549713135","2.6137659549713135","2.6137659549713135","2.5937936305999756","2.5937936305999756","2.5937936305999756","2.308400869369507","2.308400869369507","2.308400869369507","2.2672438621520996","2.2672438621520996","2.2672438621520996","1.6751295328140259","1.6751295328140259","1.6751295328140259","2.304626941680908","2.304626941680908","2.304626941680908","2.202761650085449","2.202761650085449","2.202761650085449","2.0415234565734863","2.0415234565734863","2.0415234565734863","1.989549160003662","1.989549160003662","1.989549160003662","2.333209753036499","2.333209753036499","2.333209753036499"
"525","2.0460915565490723","2.0460915565490723","2.0460915565490723","2.1628410816192627","2.1628410816192627","2.1628410816192627","2.3217902183532715","2.3217902183532715","2.3217902183532715","2.211646318435669","2.211646318435669","2.211646318435669","2.0975170135498047","2.0975170135498047","2.0975170135498047","2.376309871673584","2.376309871673584","2.376309871673584","1.9514899253845215","1.9514899253845215","1.9514899253845215","2.1620874404907227","2.1620874404907227","2.1620874404907227","1.8278363943099976","1.8278363943099976","1.8278363943099976","2.396385908126831","2.396385908126831","2.396385908126831"
"528","1.8920528888702393","1.8920528888702393","1.8920528888702393","1.0392885208129883","1.0392885208129883","1.0392885208129883","2.1230034828186035","2.1230034828186035","2.1230034828186035","2.011016607284546","2.011016607284546","2.011016607284546","1.9805041551589966","1.9805041551589966","1.9805041551589966","1.9937360286712646","1.9937360286712646","1.9937360286712646","2.0580577850341797","2.0580577850341797","2.0580577850341797","2.177297592163086","2.177297592163086","2.177297592163086","2.3819713592529297","2.3819713592529297","2.3819713592529297","1.9067559242248535","1.9067559242248535","1.9067559242248535"
"531","2.854074239730835","2.854074239730835","2.854074239730835","2.9286489486694336","2.9286489486694336","2.9286489486694336","2.095656394958496","2.095656394958496","2.095656394958496","2.339395523071289","2.339395523071289","2.339395523071289","2.4941043853759766","2.4941043853759766","2.4941043853759766","2.0799713134765625","2.0799713134765625","2.0799713134765625","2.5791175365448","2.5791175365448","2.5791175365448","2.0911359786987305","2.0911359786987305","2.0911359786987305","2.4718422889709473","2.4718422889709473","2.4718422889709473","1.8950257301330566","1.8950257301330566","1.8950257301330566"
"534","2.3869075775146484","2.3869075775146484","2.3869075775146484","2.2018511295318604","2.2018511295318604","2.2018511295318604","2.312920570373535","2.312920570373535","2.312920570373535","2.291597843170166","2.291597843170166","2.291597843170166","1.9651689529418945","1.9651689529418945","1.9651689529418945","2.2311744689941406","2.2311744689941406","2.2311744689941406","2.1908202171325684","2.1908202171325684","2.1908202171325684","2.000762939453125","2.000762939453125","2.000762939453125","2.426508903503418","2.426508903503418","2.426508903503418","2.346769094467163","2.346769094467163","2.346769094467163"
"537","2.3540334701538086","2.3540334701538086","2.3540334701538086","2.1274495124816895","2.1274495124816895","2.1274495124816895","2.1799120903015137","2.1799120903015137","2.1799120903015137","2.1858673095703125","2.1858673095703125","2.1858673095703125","2.6639859676361084","2.6639859676361084","2.6639859676361084","2.3381335735321045","2.3381335735321045","2.3381335735321045","2.1571249961853027","2.1571249961853027","2.1571249961853027","1.9894332885742188","1.9894332885742188","1.9894332885742188","2.4932126998901367","2.4932126998901367","2.4932126998901367","1.9207828044891357","1.9207828044891357","1.9207828044891357"
"540","2.020486831665039","2.020486831665039","2.020486831665039","2.017805576324463","2.017805576324463","2.017805576324463","2.188767910003662","2.188767910003662","2.188767910003662","2.283168315887451","2.283168315887451","2.283168315887451","2.1647415161132812","2.1647415161132812","2.1647415161132812","2.215562343597412","2.215562343597412","2.215562343597412","2.040160894393921","2.040160894393921","2.040160894393921","2.389528274536133","2.389528274536133","2.389528274536133","2.188754081726074","2.188754081726074","2.188754081726074","2.539724111557007","2.539724111557007","2.539724111557007"
"543","2.078967571258545","2.078967571258545","2.078967571258545","2.404440402984619","2.404440402984619","2.404440402984619","2.1569602489471436","2.1569602489471436","2.1569602489471436","2.2617721557617188","2.2617721557617188","2.2617721557617188","1.932197093963623","1.932197093963623","1.932197093963623","2.1632769107818604","2.1632769107818604","2.1632769107818604","2.230590343475342","2.230590343475342","2.230590343475342","2.0734734535217285","2.0734734535217285","2.0734734535217285","2.4693856239318848","2.4693856239318848","2.4693856239318848","1.665724515914917","1.665724515914917","1.665724515914917"
"546","2.506420612335205","2.506420612335205","2.506420612335205","1.6512601375579834","1.6512601375579834","1.6512601375579834","2.2084732055664062","2.2084732055664062","2.2084732055664062","2.265092372894287","2.265092372894287","2.265092372894287","2.4566168785095215","2.4566168785095215","2.4566168785095215","2.1499481201171875","2.1499481201171875","2.1499481201171875","2.0752716064453125","2.0752716064453125","2.0752716064453125","2.3336880207061768","2.3336880207061768","2.3336880207061768","1.656749963760376","1.656749963760376","1.656749963760376","1.8694655895233154","1.8694655895233154","1.8694655895233154"
"549","2.449298858642578","2.449298858642578","2.449298858642578","1.9385578632354736","1.9385578632354736","1.9385578632354736","2.2401223182678223","2.2401223182678223","2.2401223182678223","2.320847988128662","2.320847988128662","2.320847988128662","1.62222421169281","1.62222421169281","1.62222421169281","2.280794858932495","2.280794858932495","2.280794858932495","2.1850833892822266","2.1850833892822266","2.1850833892822266","2.19258975982666","2.19258975982666","2.19258975982666","2.205716133117676","2.205716133117676","2.205716133117676","2.0416078567504883","2.0416078567504883","2.0416078567504883"
"552","2.3951029777526855","2.3951029777526855","2.3951029777526855","2.7596826553344727","2.7596826553344727","2.7596826553344727","2.35160493850708","2.35160493850708","2.35160493850708","2.1303086280822754","2.1303086280822754","2.1303086280822754","2.4510083198547363","2.4510083198547363","2.4510083198547363","2.1657662391662598","2.1657662391662598","2.1657662391662598","2.855241537094116","2.855241537094116","2.855241537094116","2.113204002380371","2.113204002380371","2.113204002380371","2.4854724407196045","2.4854724407196045","2.4854724407196045","2.1154277324676514","2.1154277324676514","2.1154277324676514"
"555","1.9821956157684326","1.9821956157684326","1.9821956157684326","2.2728848457336426","2.2728848457336426","2.2728848457336426","2.2005977630615234","2.2005977630615234","2.2005977630615234","2.071432590484619","2.071432590484619","2.071432590484619","1.836654543876648","1.836654543876648","1.836654543876648","2.1271684169769287","2.1271684169769287","2.1271684169769287","2.4175660610198975","2.4175660610198975","2.4175660610198975","2.321763753890991","2.321763753890991","2.321763753890991","2.136364459991455","2.136364459991455","2.136364459991455","2.0044407844543457","2.0044407844543457","2.0044407844543457"
"558","2.129055976867676","2.129055976867676","2.129055976867676","2.3136277198791504","2.3136277198791504","2.3136277198791504","2.242974042892456","2.242974042892456","2.242974042892456","2.0058774948120117","2.0058774948120117","2.0058774948120117","2.2992591857910156","2.2992591857910156","2.2992591857910156","2.2941908836364746","2.2941908836364746","2.2941908836364746","1.7291487455368042","1.7291487455368042","1.7291487455368042","2.355234146118164","2.355234146118164","2.355234146118164","2.0372495651245117","2.0372495651245117","2.0372495651245117","2.811128854751587","2.811128854751587","2.811128854751587"
"561","2.493285655975342","2.493285655975342","2.493285655975342","","","","2.2141921520233154","2.2141921520233154","2.2141921520233154","2.0749030113220215","2.0749030113220215","2.0749030113220215","1.9757397174835205","1.9757397174835205","1.9757397174835205","2.224749803543091","2.224749803543091","2.224749803543091","2.4114296436309814","2.4114296436309814","2.4114296436309814","2.1266322135925293","2.1266322135925293","2.1266322135925293","2.4225504398345947","2.4225504398345947","2.4225504398345947","2.542919635772705","2.542919635772705","2.542919635772705"
"564","2.237785816192627","2.237785816192627","2.237785816192627","","","","2.1743829250335693","2.1743829250335693","2.1743829250335693","2.193807363510132","2.193807363510132","2.193807363510132","2.4444329738616943","2.4444329738616943","2.4444329738616943","2.218006134033203","2.218006134033203","2.218006134033203","2.439614772796631","2.439614772796631","2.439614772796631","2.239060401916504","2.239060401916504","2.239060401916504","2.387477397918701","2.387477397918701","2.387477397918701","2.361004590988159","2.361004590988159","2.361004590988159"
"567","2.2639365196228027","2.2639365196228027","2.2639365196228027","","","","2.3512797355651855","2.3512797355651855","2.3512797355651855","2.143646717071533","2.143646717071533","2.143646717071533","2.26442551612854","2.26442551612854","2.26442551612854","2.2022032737731934","2.2022032737731934","2.2022032737731934","1.9472041130065918","1.9472041130065918","1.9472041130065918","2.2579171657562256","2.2579171657562256","2.2579171657562256","2.2870540618896484","2.2870540618896484","2.2870540618896484","2.2633445262908936","2.2633445262908936","2.2633445262908936"
"570","2.4225311279296875","2.4225311279296875","2.4225311279296875","","","","2.1459641456604004","2.1459641456604004","2.1459641456604004","2.001033306121826","2.001033306121826","2.001033306121826","2.4441847801208496","2.4441847801208496","2.4441847801208496","2.1297900676727295","2.1297900676727295","2.1297900676727295","1.9782688617706299","1.9782688617706299","1.9782688617706299","2.142341136932373","2.142341136932373","2.142341136932373","2.100324869155884","2.100324869155884","2.100324869155884","2.203334093093872","2.203334093093872","2.203334093093872"
