"Step","swept-tree-77 - Test_Mean_Distance","swept-tree-77 - Test_Mean_Distance__MIN","swept-tree-77 - Test_Mean_Distance__MAX"
"220","3.8012311458587646","3.8012311458587646","3.8012311458587646"
"222","21.435319900512695","21.435319900512695","21.435319900512695"
"224","6.190499305725098","6.190499305725098","6.190499305725098"
"226","4.382543087005615","4.382543087005615","4.382543087005615"
"228","51.46798324584961","51.46798324584961","51.46798324584961"
"230","27.3021240234375","27.3021240234375","27.3021240234375"
"232","3.458190441131592","3.458190441131592","3.458190441131592"
"234","14.97196102142334","14.97196102142334","14.97196102142334"
"236","11.750801086425781","11.750801086425781","11.750801086425781"
"238","48.64107894897461","48.64107894897461","48.64107894897461"
"240","11.683723449707031","11.683723449707031","11.683723449707031"
"242","1.4553961753845215","1.4553961753845215","1.4553961753845215"
"244","21.377853393554688","21.377853393554688","21.377853393554688"
"246","19.247995376586914","19.247995376586914","19.247995376586914"
"248","16.180160522460938","16.180160522460938","16.180160522460938"
"250","14.624473571777344","14.624473571777344","14.624473571777344"
"252","7.281169891357422","7.281169891357422","7.281169891357422"
"254","10.999537467956543","10.999537467956543","10.999537467956543"
"256","14.079370498657227","14.079370498657227","14.079370498657227"
"258","30.17208480834961","30.17208480834961","30.17208480834961"
"260","23.947072982788086","23.947072982788086","23.947072982788086"
"262","9.691130638122559","9.691130638122559","9.691130638122559"
"264","0.04127836599946022","0.04127836599946022","0.04127836599946022"
"266","29.867080688476562","29.867080688476562","29.867080688476562"
"268","5.281734943389893","5.281734943389893","5.281734943389893"
"270","5.219777584075928","5.219777584075928","5.219777584075928"
"272","12.527447700500488","12.527447700500488","12.527447700500488"
"274","9.815052032470703","9.815052032470703","9.815052032470703"
"276","19.83399200439453","19.83399200439453","19.83399200439453"
"278","2.1155707836151123","2.1155707836151123","2.1155707836151123"
"280","0.4394553303718567","0.4394553303718567","0.4394553303718567"
"282","46.39950180053711","46.39950180053711","46.39950180053711"
"284","5.272209644317627","5.272209644317627","5.272209644317627"
"286","19.472314834594727","19.472314834594727","19.472314834594727"
"288","0.9730162620544434","0.9730162620544434","0.9730162620544434"
"290","52.681129455566406","52.681129455566406","52.681129455566406"
"292","37.15896987915039","37.15896987915039","37.15896987915039"
"294","18.124582290649414","18.124582290649414","18.124582290649414"
"296","28.16887664794922","28.16887664794922","28.16887664794922"
"298","7.290735244750977","7.290735244750977","7.290735244750977"
"300","36.10318374633789","36.10318374633789","36.10318374633789"
"302","23.89618492126465","23.89618492126465","23.89618492126465"
"304","0.4223457872867584","0.4223457872867584","0.4223457872867584"
"306","21.09356689453125","21.09356689453125","21.09356689453125"
"308","28.22115707397461","28.22115707397461","28.22115707397461"
"310","25.12632942199707","25.12632942199707","25.12632942199707"
"312","34.0595588684082","34.0595588684082","34.0595588684082"
"314","39.18932342529297","39.18932342529297","39.18932342529297"
"316","20.164140701293945","20.164140701293945","20.164140701293945"
"318","5.514391899108887","5.514391899108887","5.514391899108887"
"320","2.112847328186035","2.112847328186035","2.112847328186035"
"322","23.492799758911133","23.492799758911133","23.492799758911133"
"324","12.048971176147461","12.048971176147461","12.048971176147461"
"326","0.09478212147951126","0.09478212147951126","0.09478212147951126"
"328","0.532751739025116","0.532751739025116","0.532751739025116"
"330","26.316715240478516","26.316715240478516","26.316715240478516"
"332","3.5984256267547607","3.5984256267547607","3.5984256267547607"
"334","14.233389854431152","14.233389854431152","14.233389854431152"
"336","47.41185760498047","47.41185760498047","47.41185760498047"
"338","0.02978542074561119","0.02978542074561119","0.02978542074561119"
"340","1.57568359375","1.57568359375","1.57568359375"
"342","12.918397903442383","12.918397903442383","12.918397903442383"
"344","1.680989384651184","1.680989384651184","1.680989384651184"
"346","88.42191314697266","88.42191314697266","88.42191314697266"
"348","1.145609736442566","1.145609736442566","1.145609736442566"
"350","17.15308380126953","17.15308380126953","17.15308380126953"
"352","14.321329116821289","14.321329116821289","14.321329116821289"
"354","22.66139793395996","22.66139793395996","22.66139793395996"
"356","13.817230224609375","13.817230224609375","13.817230224609375"
"358","13.116920471191406","13.116920471191406","13.116920471191406"
"360","2.7293195724487305","2.7293195724487305","2.7293195724487305"
"362","1.9632526636123657","1.9632526636123657","1.9632526636123657"
"364","0.15492132306098938","0.15492132306098938","0.15492132306098938"
"366","0.7176063060760498","0.7176063060760498","0.7176063060760498"
"368","23.414634704589844","23.414634704589844","23.414634704589844"
"370","12.708806991577148","12.708806991577148","12.708806991577148"
"372","1.4612051248550415","1.4612051248550415","1.4612051248550415"
"374","47.80613327026367","47.80613327026367","47.80613327026367"
"376","2.394120693206787","2.394120693206787","2.394120693206787"
"378","42.24993896484375","42.24993896484375","42.24993896484375"
"380","39.50077819824219","39.50077819824219","39.50077819824219"
"382","35.33433532714844","35.33433532714844","35.33433532714844"
"384","5.437595844268799","5.437595844268799","5.437595844268799"
"386","0.9881107807159424","0.9881107807159424","0.9881107807159424"
"388","11.834548950195312","11.834548950195312","11.834548950195312"
"390","0.0049379486590623856","0.0049379486590623856","0.0049379486590623856"
"392","11.261641502380371","11.261641502380371","11.261641502380371"
"394","0.5915238857269287","0.5915238857269287","0.5915238857269287"
"396","18.974552154541016","18.974552154541016","18.974552154541016"
"398","5.414829730987549","5.414829730987549","5.414829730987549"
"400","10.22236156463623","10.22236156463623","10.22236156463623"
"402","4.650615215301514","4.650615215301514","4.650615215301514"
"404","0.01673850230872631","0.01673850230872631","0.01673850230872631"
"406","15.842841148376465","15.842841148376465","15.842841148376465"
"408","1.5619850158691406","1.5619850158691406","1.5619850158691406"
"410","22.902101516723633","22.902101516723633","22.902101516723633"
"412","1.9039186239242554","1.9039186239242554","1.9039186239242554"
"414","23.351770401000977","23.351770401000977","23.351770401000977"
"416","28.05304527282715","28.05304527282715","28.05304527282715"
"418","7.995173454284668","7.995173454284668","7.995173454284668"
"420","7.251277446746826","7.251277446746826","7.251277446746826"
"422","32.30305480957031","32.30305480957031","32.30305480957031"
"424","14.590109825134277","14.590109825134277","14.590109825134277"
"426","3.2825570106506348","3.2825570106506348","3.2825570106506348"
"428","0.029818348586559296","0.029818348586559296","0.029818348586559296"
"430","20.56517791748047","20.56517791748047","20.56517791748047"
"432","13.32586669921875","13.32586669921875","13.32586669921875"
"434","5.040803909301758","5.040803909301758","5.040803909301758"
"436","34.77300262451172","34.77300262451172","34.77300262451172"
"438","15.644257545471191","15.644257545471191","15.644257545471191"
"440","3.192955493927002","3.192955493927002","3.192955493927002"
"442","5.883859634399414","5.883859634399414","5.883859634399414"
"444","0.8073647618293762","0.8073647618293762","0.8073647618293762"
"446","0.2503434419631958","0.2503434419631958","0.2503434419631958"
"448","4.940497398376465","4.940497398376465","4.940497398376465"
"450","48.55159378051758","48.55159378051758","48.55159378051758"
"452","14.166374206542969","14.166374206542969","14.166374206542969"
"454","0.10243765264749527","0.10243765264749527","0.10243765264749527"
"456","15.067739486694336","15.067739486694336","15.067739486694336"
"458","6.420665264129639","6.420665264129639","6.420665264129639"
"460","2.8221383094787598","2.8221383094787598","2.8221383094787598"
"462","3.670750379562378","3.670750379562378","3.670750379562378"
"464","1.623868703842163","1.623868703842163","1.623868703842163"
"466","26.47385597229004","26.47385597229004","26.47385597229004"
"468","10.408638000488281","10.408638000488281","10.408638000488281"
"470","39.475311279296875","39.475311279296875","39.475311279296875"
"472","3.1348869800567627","3.1348869800567627","3.1348869800567627"
"474","0.1968923956155777","0.1968923956155777","0.1968923956155777"
"476","0.7911316156387329","0.7911316156387329","0.7911316156387329"
"478","20.76285171508789","20.76285171508789","20.76285171508789"
"480","8.734465599060059","8.734465599060059","8.734465599060059"
"482","31.547096252441406","31.547096252441406","31.547096252441406"
"484","5.220623016357422","5.220623016357422","5.220623016357422"
"486","16.590673446655273","16.590673446655273","16.590673446655273"
"488","2.8714466094970703","2.8714466094970703","2.8714466094970703"
"490","4.8961334228515625","4.8961334228515625","4.8961334228515625"
"492","2.4550867080688477","2.4550867080688477","2.4550867080688477"
"494","4.728920936584473","4.728920936584473","4.728920936584473"
"496","7.791003227233887","7.791003227233887","7.791003227233887"
"498","22.93462562561035","22.93462562561035","22.93462562561035"
"500","0.45652562379837036","0.45652562379837036","0.45652562379837036"
"502","29.10012435913086","29.10012435913086","29.10012435913086"
"504","6.1922078132629395","6.1922078132629395","6.1922078132629395"
"506","32.99395751953125","32.99395751953125","32.99395751953125"
"508","40.37321853637695","40.37321853637695","40.37321853637695"
"510","28.50682258605957","28.50682258605957","28.50682258605957"
"512","19.67009925842285","19.67009925842285","19.67009925842285"
"514","33.48976135253906","33.48976135253906","33.48976135253906"
"516","103.58090209960938","103.58090209960938","103.58090209960938"
"518","0.012160634621977806","0.012160634621977806","0.012160634621977806"
"520","10.150285720825195","10.150285720825195","10.150285720825195"
"522","34.95930862426758","34.95930862426758","34.95930862426758"
"524","6.619690895080566","6.619690895080566","6.619690895080566"
"526","46.31753158569336","46.31753158569336","46.31753158569336"
"528","3.287151336669922","3.287151336669922","3.287151336669922"
"530","14.317402839660645","14.317402839660645","14.317402839660645"
"532","26.455821990966797","26.455821990966797","26.455821990966797"
"534","2.108480215072632","2.108480215072632","2.108480215072632"
"536","0.027689263224601746","0.027689263224601746","0.027689263224601746"
"538","0.20723848044872284","0.20723848044872284","0.20723848044872284"
"540","1.7795957326889038","1.7795957326889038","1.7795957326889038"
"542","10.547479629516602","10.547479629516602","10.547479629516602"
"544","0.08042022585868835","0.08042022585868835","0.08042022585868835"
"546","0.017307868227362633","0.017307868227362633","0.017307868227362633"
"548","6.966193199157715","6.966193199157715","6.966193199157715"
"550","1.4980288743972778","1.4980288743972778","1.4980288743972778"
"552","13.178922653198242","13.178922653198242","13.178922653198242"
"554","0.12057460099458694","0.12057460099458694","0.12057460099458694"
"556","12.560062408447266","12.560062408447266","12.560062408447266"
"558","3.4627249240875244","3.4627249240875244","3.4627249240875244"
"560","1.942111611366272","1.942111611366272","1.942111611366272"
"562","0.11655797064304352","0.11655797064304352","0.11655797064304352"
"564","1.6235430240631104","1.6235430240631104","1.6235430240631104"
"566","21.30496597290039","21.30496597290039","21.30496597290039"
"568","3.603963613510132","3.603963613510132","3.603963613510132"
"570","19.464765548706055","19.464765548706055","19.464765548706055"
"572","21.90912437438965","21.90912437438965","21.90912437438965"
"574","7.0779128074646","7.0779128074646","7.0779128074646"
"576","7.167309761047363","7.167309761047363","7.167309761047363"
"578","4.391012191772461","4.391012191772461","4.391012191772461"
"580","20.083112716674805","20.083112716674805","20.083112716674805"
"582","1.4026917219161987","1.4026917219161987","1.4026917219161987"
"584","24.850440979003906","24.850440979003906","24.850440979003906"
"586","4.1766676902771","4.1766676902771","4.1766676902771"
"588","14.253602981567383","14.253602981567383","14.253602981567383"
"590","1.3728842735290527","1.3728842735290527","1.3728842735290527"
"592","6.2782416343688965","6.2782416343688965","6.2782416343688965"
"594","33.6397705078125","33.6397705078125","33.6397705078125"
"596","30.475215911865234","30.475215911865234","30.475215911865234"
"598","32.477745056152344","32.477745056152344","32.477745056152344"
"600","0.015962013974785805","0.015962013974785805","0.015962013974785805"
"602","6.978461742401123","6.978461742401123","6.978461742401123"
"604","3.715027332305908","3.715027332305908","3.715027332305908"
"606","4.37261438369751","4.37261438369751","4.37261438369751"
"608","12.044112205505371","12.044112205505371","12.044112205505371"
"610","23.490360260009766","23.490360260009766","23.490360260009766"
"612","25.689725875854492","25.689725875854492","25.689725875854492"
"614","0.9387315511703491","0.9387315511703491","0.9387315511703491"
"616","9.660338401794434","9.660338401794434","9.660338401794434"
"618","14.316198348999023","14.316198348999023","14.316198348999023"
"620","23.144628524780273","23.144628524780273","23.144628524780273"
"622","32.626976013183594","32.626976013183594","32.626976013183594"
"624","29.635540008544922","29.635540008544922","29.635540008544922"
"626","2.9167304039001465","2.9167304039001465","2.9167304039001465"
"628","45.779876708984375","45.779876708984375","45.779876708984375"
"630","0.10371626168489456","0.10371626168489456","0.10371626168489456"
"632","6.6180419921875","6.6180419921875","6.6180419921875"
"634","22.818748474121094","22.818748474121094","22.818748474121094"
"636","3.9000463485717773","3.9000463485717773","3.9000463485717773"
"638","10.33214282989502","10.33214282989502","10.33214282989502"
"640","0.05374012142419815","0.05374012142419815","0.05374012142419815"
"642","0.02355627343058586","0.02355627343058586","0.02355627343058586"
"644","39.284088134765625","39.284088134765625","39.284088134765625"
"646","34.93918991088867","34.93918991088867","34.93918991088867"
"648","12.362569808959961","12.362569808959961","12.362569808959961"
"650","5.435967922210693","5.435967922210693","5.435967922210693"
"652","3.0669543743133545","3.0669543743133545","3.0669543743133545"
"654","6.757334232330322","6.757334232330322","6.757334232330322"
"656","8.413328170776367","8.413328170776367","8.413328170776367"
"658","0.036849867552518845","0.036849867552518845","0.036849867552518845"
"660","2.7532126903533936","2.7532126903533936","2.7532126903533936"
"662","9.810032844543457","9.810032844543457","9.810032844543457"
"664","27.556072235107422","27.556072235107422","27.556072235107422"
"666","0.24193884432315826","0.24193884432315826","0.24193884432315826"
"668","61.89319610595703","61.89319610595703","61.89319610595703"
"670","1.1678050756454468","1.1678050756454468","1.1678050756454468"
"672","7.885852813720703","7.885852813720703","7.885852813720703"
"674","0.07863661646842957","0.07863661646842957","0.07863661646842957"
"676","44.90602493286133","44.90602493286133","44.90602493286133"
"678","6.249656677246094","6.249656677246094","6.249656677246094"
"680","0.11137618124485016","0.11137618124485016","0.11137618124485016"
"682","14.385381698608398","14.385381698608398","14.385381698608398"
"684","50.677085876464844","50.677085876464844","50.677085876464844"
"686","6.782336235046387","6.782336235046387","6.782336235046387"
"688","19.939138412475586","19.939138412475586","19.939138412475586"
"690","21.89035415649414","21.89035415649414","21.89035415649414"
"692","9.687561988830566","9.687561988830566","9.687561988830566"
"694","15.982686042785645","15.982686042785645","15.982686042785645"
"696","25.077058792114258","25.077058792114258","25.077058792114258"
"698","3.4072890281677246","3.4072890281677246","3.4072890281677246"
"700","0.0006110407412052155","0.0006110407412052155","0.0006110407412052155"
"702","34.174495697021484","34.174495697021484","34.174495697021484"
"704","1.8067303895950317","1.8067303895950317","1.8067303895950317"
"706","14.907203674316406","14.907203674316406","14.907203674316406"
"708","9.182326316833496","9.182326316833496","9.182326316833496"
"710","0.43632015585899353","0.43632015585899353","0.43632015585899353"
"712","4.924070358276367","4.924070358276367","4.924070358276367"
"714","15.6102294921875","15.6102294921875","15.6102294921875"
"716","10.917581558227539","10.917581558227539","10.917581558227539"
"718","30.21587371826172","30.21587371826172","30.21587371826172"
"720","8.428382873535156","8.428382873535156","8.428382873535156"
"722","17.478078842163086","17.478078842163086","17.478078842163086"
"724","3.163576364517212","3.163576364517212","3.163576364517212"
"726","12.993175506591797","12.993175506591797","12.993175506591797"
"728","9.77739429473877","9.77739429473877","9.77739429473877"
"730","0.12039452791213989","0.12039452791213989","0.12039452791213989"
