"Step","quiet-durian-31 - Test_Mean_Angular_Distance_EPNP","quiet-durian-31 - Test_Mean_Angular_Distance_EPNP__MIN","quiet-durian-31 - Test_Mean_Angular_Distance_EPNP__MAX","quiet-durian-31 - Test_Mean_Angular_Distance_ITERATIVE","quiet-durian-31 - Test_Mean_Angular_Distance_ITERATIVE__MIN","quiet-durian-31 - Test_Mean_Angular_Distance_ITERATIVE__MAX","quiet-durian-31 - Test_Mean_Angular_Distance_SQPNP","quiet-durian-31 - Test_Mean_Angular_Distance_SQPNP__MIN","quiet-durian-31 - Test_Mean_Angular_Distance_SQPNP__MAX","quiet-durian-31 - Test_Mean_Angular_Distance_IPPE","quiet-durian-31 - Test_Mean_Angular_Distance_IPPE__MIN","quiet-durian-31 - Test_Mean_Angular_Distance_IPPE__MAX","quiet-durian-31 - Test_Mean_Angular_Distance_P3P","quiet-durian-31 - Test_Mean_Angular_Distance_P3P__MIN","quiet-durian-31 - Test_Mean_Angular_Distance_P3P__MAX"
"3523","","","","","","","","","","149.80046811380743","149.80046811380743","149.80046811380743","","",""
"3524","","","","","","","20.47086084485224","20.47086084485224","20.47086084485224","","","","","",""
"3526","","","","143.13028690790455","143.13028690790455","143.13028690790455","","","","","","","","",""
"3527","102.77776258450689","102.77776258450689","102.77776258450689","","","","","","","","","","","",""
"3528","","","","","","","","","","","","","44.245693380507134","44.245693380507134","44.245693380507134"
"3532","","","","","","","","","","45.55275009215424","45.55275009215424","45.55275009215424","","",""
"3533","","","","","","","90.45708203336024","90.45708203336024","90.45708203336024","","","","","",""
"3535","","","","33.543306902902884","33.543306902902884","33.543306902902884","","","","","","","","",""
"3536","146.1501095394392","146.1501095394392","146.1501095394392","","","","","","","","","","","",""
"3537","","","","","","","","","","","","","31.55786545671046","31.55786545671046","31.55786545671046"
"3541","","","","","","","","","","48.34378840626982","48.34378840626982","48.34378840626982","","",""
"3542","","","","","","","73.93284284981512","73.93284284981512","73.93284284981512","","","","","",""
"3544","","","","153.16273961707202","153.16273961707202","153.16273961707202","","","","","","","","",""
"3545","130.5534805437615","130.5534805437615","130.5534805437615","","","","","","","","","","","",""
"3546","","","","","","","","","","","","","21.734185284435995","21.734185284435995","21.734185284435995"
"3550","","","","","","","","","","26.36743175716461","26.36743175716461","26.36743175716461","","",""
"3551","","","","","","","59.694245091266566","59.694245091266566","59.694245091266566","","","","","",""
"3553","","","","85.20436212739446","85.20436212739446","85.20436212739446","","","","","","","","",""
"3554","99.0395226848404","99.0395226848404","99.0395226848404","","","","","","","","","","","",""
"3555","","","","","","","","","","","","","77.47366176065593","77.47366176065593","77.47366176065593"
"3559","","","","","","","","","","67.7751312914437","67.7751312914437","67.7751312914437","","",""
"3560","","","","","","","109.31314956419922","109.31314956419922","109.31314956419922","","","","","",""
"3562","","","","82.9853206165383","82.9853206165383","82.9853206165383","","","","","","","","",""
"3563","4.539196268503133","4.539196268503133","4.539196268503133","","","","","","","","","","","",""
"3564","","","","","","","","","","","","","18.650503406024086","18.650503406024086","18.650503406024086"
"3568","","","","","","","","","","159.98997332771575","159.98997332771575","159.98997332771575","","",""
"3569","","","","","","","40.220226598580524","40.220226598580524","40.220226598580524","","","","","",""
"3571","","","","76.72330164123632","76.72330164123632","76.72330164123632","","","","","","","","",""
"3572","102.17718043089405","102.17718043089405","102.17718043089405","","","","","","","","","","","",""
"3573","","","","","","","","","","","","","76.57689073803368","76.57689073803368","76.57689073803368"
"3577","","","","","","","","","","98.43894672097233","98.43894672097233","98.43894672097233","","",""
"3578","","","","","","","97.27601246832391","97.27601246832391","97.27601246832391","","","","","",""
"3580","","","","148.26100283403392","148.26100283403392","148.26100283403392","","","","","","","","",""
"3581","153.60674503168698","153.60674503168698","153.60674503168698","","","","","","","","","","","",""
"3582","","","","","","","","","","","","","31.966748665361592","31.966748665361592","31.966748665361592"
"3586","","","","","","","","","","63.549170023865926","63.549170023865926","63.549170023865926","","",""
"3587","","","","","","","47.7237233142632","47.7237233142632","47.7237233142632","","","","","",""
"3589","","","","162.9919909273007","162.9919909273007","162.9919909273007","","","","","","","","",""
"3590","123.01207641397778","123.01207641397778","123.01207641397778","","","","","","","","","","","",""
"3591","","","","","","","","","","","","","71.5230619663405","71.5230619663405","71.5230619663405"
"3595","","","","","","","","","","3.6672260910344505","3.6672260910344505","3.6672260910344505","","",""
"3596","","","","","","","75.63762873875355","75.63762873875355","75.63762873875355","","","","","",""
"3598","","","","123.38072801879109","123.38072801879109","123.38072801879109","","","","","","","","",""
"3599","77.18295589049625","77.18295589049625","77.18295589049625","","","","","","","","","","","",""
"3600","","","","","","","","","","","","","99.27087468623958","99.27087468623958","99.27087468623958"
"3604","","","","","","","","","","57.25457640760936","57.25457640760936","57.25457640760936","","",""
"3605","","","","","","","86.80159131814136","86.80159131814136","86.80159131814136","","","","","",""
"3607","","","","88.92878231070708","88.92878231070708","88.92878231070708","","","","","","","","",""
"3608","54.28049638518739","54.28049638518739","54.28049638518739","","","","","","","","","","","",""
"3609","","","","","","","","","","","","","41.8274587524167","41.8274587524167","41.8274587524167"
"3613","","","","","","","","","","33.22319810267294","33.22319810267294","33.22319810267294","","",""
"3614","","","","","","","87.92967626834454","87.92967626834454","87.92967626834454","","","","","",""
"3616","","","","32.1733897882707","32.1733897882707","32.1733897882707","","","","","","","","",""
"3617","22.993310021625945","22.993310021625945","22.993310021625945","","","","","","","","","","","",""
"3618","","","","","","","","","","","","","115.15511202139118","115.15511202139118","115.15511202139118"
"3622","","","","","","","","","","10.646479620770776","10.646479620770776","10.646479620770776","","",""
"3623","","","","","","","87.91510579870604","87.91510579870604","87.91510579870604","","","","","",""
"3625","","","","59.78622526890099","59.78622526890099","59.78622526890099","","","","","","","","",""
"3626","98.41859843303476","98.41859843303476","98.41859843303476","","","","","","","","","","","",""
"3627","","","","","","","","","","","","","94.78538468806671","94.78538468806671","94.78538468806671"
"3631","","","","","","","","","","138.31095558601433","138.31095558601433","138.31095558601433","","",""
"3632","","","","","","","137.58701202229912","137.58701202229912","137.58701202229912","","","","","",""
"3634","","","","127.48532112348249","127.48532112348249","127.48532112348249","","","","","","","","",""
"3635","69.88424501639197","69.88424501639197","69.88424501639197","","","","","","","","","","","",""
"3636","","","","","","","","","","","","","81.3827425904338","81.3827425904338","81.3827425904338"
"3640","","","","","","","","","","10.392354477893946","10.392354477893946","10.392354477893946","","",""
"3641","","","","","","","105.81348637893508","105.81348637893508","105.81348637893508","","","","","",""
"3643","","","","55.481296566070895","55.481296566070895","55.481296566070895","","","","","","","","",""
"3644","107.59940597033311","107.59940597033311","107.59940597033311","","","","","","","","","","","",""
"3645","","","","","","","","","","","","","111.22805611998979","111.22805611998979","111.22805611998979"
"3649","","","","","","","","","","40.726965646169134","40.726965646169134","40.726965646169134","","",""
"3650","","","","","","","77.93134580384049","77.93134580384049","77.93134580384049","","","","","",""
"3652","","","","90.1585588712309","90.1585588712309","90.1585588712309","","","","","","","","",""
"3653","101.90024846106974","101.90024846106974","101.90024846106974","","","","","","","","","","","",""
"3654","","","","","","","","","","","","","129.89395365003517","129.89395365003517","129.89395365003517"
"3658","","","","","","","","","","21.299560026628257","21.299560026628257","21.299560026628257","","",""
"3659","","","","","","","133.715738085752","133.715738085752","133.715738085752","","","","","",""
"3661","","","","53.24514428321068","53.24514428321068","53.24514428321068","","","","","","","","",""
"3662","148.20702852205773","148.20702852205773","148.20702852205773","","","","","","","","","","","",""
"3663","","","","","","","","","","","","","72.03186421594248","72.03186421594248","72.03186421594248"
"3667","","","","","","","","","","7.7401258879747274","7.7401258879747274","7.7401258879747274","","",""
"3668","","","","","","","101.19328705867021","101.19328705867021","101.19328705867021","","","","","",""
"3670","","","","116.84242506552957","116.84242506552957","116.84242506552957","","","","","","","","",""
"3671","34.05282968685387","34.05282968685387","34.05282968685387","","","","","","","","","","","",""
"3672","","","","","","","","","","","","","6.197194739489703","6.197194739489703","6.197194739489703"
"3676","","","","","","","","","","25.64902038527444","25.64902038527444","25.64902038527444","","",""
"3677","","","","","","","57.945429750902875","57.945429750902875","57.945429750902875","","","","","",""
"3679","","","","167.0583554369598","167.0583554369598","167.0583554369598","","","","","","","","",""
"3680","22.269838946716675","22.269838946716675","22.269838946716675","","","","","","","","","","","",""
"3681","","","","","","","","","","","","","4.4408621270993365","4.4408621270993365","4.4408621270993365"
"3685","","","","","","","","","","17.953109260935946","17.953109260935946","17.953109260935946","","",""
"3686","","","","","","","109.76714435604045","109.76714435604045","109.76714435604045","","","","","",""
"3688","","","","140.77643282798178","140.77643282798178","140.77643282798178","","","","","","","","",""
"3689","14.688523022225098","14.688523022225098","14.688523022225098","","","","","","","","","","","",""
"3690","","","","","","","","","","","","","39.00743393942463","39.00743393942463","39.00743393942463"
"3694","","","","","","","","","","15.868396596908951","15.868396596908951","15.868396596908951","","",""
"3695","","","","","","","101.90818969456083","101.90818969456083","101.90818969456083","","","","","",""
"3697","","","","105.35240831958525","105.35240831958525","105.35240831958525","","","","","","","","",""
"3698","122.67261547236372","122.67261547236372","122.67261547236372","","","","","","","","","","","",""
"3699","","","","","","","","","","","","","64.43764253946497","64.43764253946497","64.43764253946497"
"3703","","","","","","","","","","25.996259962126743","25.996259962126743","25.996259962126743","","",""
"3704","","","","","","","102.54487286586458","102.54487286586458","102.54487286586458","","","","","",""
"3706","","","","86.63074096239589","86.63074096239589","86.63074096239589","","","","","","","","",""
"3707","159.712270277286","159.712270277286","159.712270277286","","","","","","","","","","","",""
"3708","","","","","","","","","","","","","87.46652226101293","87.46652226101293","87.46652226101293"
"3712","","","","","","","","","","107.05560094654948","107.05560094654948","107.05560094654948","","",""
"3713","","","","","","","42.6839713636345","42.6839713636345","42.6839713636345","","","","","",""
"3715","","","","59.820741843378784","59.820741843378784","59.820741843378784","","","","","","","","",""
"3716","8.929637597174974","8.929637597174974","8.929637597174974","","","","","","","","","","","",""
"3717","","","","","","","","","","","","","55.179966367624644","55.179966367624644","55.179966367624644"
"3721","","","","","","","","","","33.89456284405219","33.89456284405219","33.89456284405219","","",""
"3722","","","","","","","36.559924255482485","36.559924255482485","36.559924255482485","","","","","",""
"3724","","","","2.5706544133456077","2.5706544133456077","2.5706544133456077","","","","","","","","",""
"3725","63.447110929768314","63.447110929768314","63.447110929768314","","","","","","","","","","","",""
"3726","","","","","","","","","","","","","27.055011648291412","27.055011648291412","27.055011648291412"
"3730","","","","","","","","","","4.084661169492847","4.084661169492847","4.084661169492847","","",""
"3731","","","","","","","81.24465727295477","81.24465727295477","81.24465727295477","","","","","",""
"3733","","","","24.537317731855836","24.537317731855836","24.537317731855836","","","","","","","","",""
"3734","71.06828823355863","71.06828823355863","71.06828823355863","","","","","","","","","","","",""
"3735","","","","","","","","","","","","","33.26627185945594","33.26627185945594","33.26627185945594"
"3739","","","","","","","","","","33.268920024107274","33.268920024107274","33.268920024107274","","",""
"3740","","","","","","","74.60506106511787","74.60506106511787","74.60506106511787","","","","","",""
"3742","","","","61.57674519483366","61.57674519483366","61.57674519483366","","","","","","","","",""
"3743","70.56032993200381","70.56032993200381","70.56032993200381","","","","","","","","","","","",""
"3744","","","","","","","","","","","","","34.762031339806725","34.762031339806725","34.762031339806725"
"3748","","","","","","","","","","51.455947180878695","51.455947180878695","51.455947180878695","","",""
"3749","","","","","","","73.70224927837606","73.70224927837606","73.70224927837606","","","","","",""
"3751","","","","74.3552922680914","74.3552922680914","74.3552922680914","","","","","","","","",""
"3752","134.92248366955306","134.92248366955306","134.92248366955306","","","","","","","","","","","",""
"3753","","","","","","","","","","","","","99.41973459482125","99.41973459482125","99.41973459482125"
"3757","","","","","","","","","","79.52868801826853","79.52868801826853","79.52868801826853","","",""
"3758","","","","","","","103.12357684316511","103.12357684316511","103.12357684316511","","","","","",""
"3760","","","","62.34643343972344","62.34643343972344","62.34643343972344","","","","","","","","",""
"3761","80.24474104587543","80.24474104587543","80.24474104587543","","","","","","","","","","","",""
"3762","","","","","","","","","","","","","121.13990008249803","121.13990008249803","121.13990008249803"
"3766","","","","","","","","","","31.692866789514085","31.692866789514085","31.692866789514085","","",""
"3767","","","","","","","113.06608730372518","113.06608730372518","113.06608730372518","","","","","",""
"3769","","","","5.279115187605981","5.279115187605981","5.279115187605981","","","","","","","","",""
"3770","95.95580141331831","95.95580141331831","95.95580141331831","","","","","","","","","","","",""
"3771","","","","","","","","","","","","","122.15705600151072","122.15705600151072","122.15705600151072"
"3775","","","","","","","","","","36.23567199031277","36.23567199031277","36.23567199031277","","",""
"3776","","","","","","","127.5113045866373","127.5113045866373","127.5113045866373","","","","","",""
"3778","","","","41.34550654546078","41.34550654546078","41.34550654546078","","","","","","","","",""
"3779","93.61926783070412","93.61926783070412","93.61926783070412","","","","","","","","","","","",""
"3780","","","","","","","","","","","","","34.51915901380525","34.51915901380525","34.51915901380525"
"3784","","","","","","","","","","106.36845349785223","106.36845349785223","106.36845349785223","","",""
"3785","","","","","","","65.6332078947573","65.6332078947573","65.6332078947573","","","","","",""
"3787","","","","72.99092601299341","72.99092601299341","72.99092601299341","","","","","","","","",""
"3788","37.11312733232609","37.11312733232609","37.11312733232609","","","","","","","","","","","",""
"3789","","","","","","","","","","","","","3.3263439144577944","3.3263439144577944","3.3263439144577944"
"3793","","","","","","","","","","62.45147862608522","62.45147862608522","62.45147862608522","","",""
"3794","","","","","","","22.55251659321661","22.55251659321661","22.55251659321661","","","","","",""
"3796","","","","13.347958474059453","13.347958474059453","13.347958474059453","","","","","","","","",""
"3797","67.56946373526263","67.56946373526263","67.56946373526263","","","","","","","","","","","",""
"3798","","","","","","","","","","","","","48.98903801995726","48.98903801995726","48.98903801995726"
"3802","","","","","","","","","","11.81434863194852","11.81434863194852","11.81434863194852","","",""
"3803","","","","","","","95.9124256895126","95.9124256895126","95.9124256895126","","","","","",""
"3805","","","","23.454703253956808","23.454703253956808","23.454703253956808","","","","","","","","",""
"3806","146.5742424150855","146.5742424150855","146.5742424150855","","","","","","","","","","","",""
"3807","","","","","","","","","","","","","73.46489236245111","73.46489236245111","73.46489236245111"
"3811","","","","","","","","","","86.41093822890882","86.41093822890882","86.41093822890882","","",""
"3812","","","","","","","93.03031041105676","93.03031041105676","93.03031041105676","","","","","",""
"3814","","","","10.26498102379631","10.26498102379631","10.26498102379631","","","","","","","","",""
"3815","107.26293673288656","107.26293673288656","107.26293673288656","","","","","","","","","","","",""
"3816","","","","","","","","","","","","","36.757873616923774","36.757873616923774","36.757873616923774"
"3820","","","","","","","","","","8.318719073892026","8.318719073892026","8.318719073892026","","",""
"3821","","","","","","","138.26935266213454","138.26935266213454","138.26935266213454","","","","","",""
"3823","","","","20.627061600132265","20.627061600132265","20.627061600132265","","","","","","","","",""
"3824","88.63339119115477","88.63339119115477","88.63339119115477","","","","","","","","","","","",""
"3825","","","","","","","","","","","","","54.64491281665714","54.64491281665714","54.64491281665714"
"3829","","","","","","","","","","10.67200188997569","10.67200188997569","10.67200188997569","","",""
"3830","","","","","","","64.76495779434805","64.76495779434805","64.76495779434805","","","","","",""
"3832","","","","56.45421002231892","56.45421002231892","56.45421002231892","","","","","","","","",""
"3833","142.0751124360574","142.0751124360574","142.0751124360574","","","","","","","","","","","",""
"3834","","","","","","","","","","","","","112.68988570790926","112.68988570790926","112.68988570790926"
"3838","","","","","","","","","","76.92681925147261","76.92681925147261","76.92681925147261","","",""
"3839","","","","","","","102.50135999749207","102.50135999749207","102.50135999749207","","","","","",""
"3841","","","","128.4770768093634","128.4770768093634","128.4770768093634","","","","","","","","",""
"3842","3.6582988249035395","3.6582988249035395","3.6582988249035395","","","","","","","","","","","",""
"3843","","","","","","","","","","","","","29.868076556326713","29.868076556326713","29.868076556326713"
"3847","","","","","","","","","","13.064723180940632","13.064723180940632","13.064723180940632","","",""
"3848","","","","","","","46.18897222439543","46.18897222439543","46.18897222439543","","","","","",""
"3850","","","","11.208434418642696","11.208434418642696","11.208434418642696","","","","","","","","",""
"3851","65.33818667290024","65.33818667290024","65.33818667290024","","","","","","","","","","","",""
"3852","","","","","","","","","","","","","10.069052640195451","10.069052640195451","10.069052640195451"
"3856","","","","","","","","","","19.954962899251456","19.954962899251456","19.954962899251456","","",""
"3857","","","","","","","18.63803789259012","18.63803789259012","18.63803789259012","","","","","",""
"3859","","","","63.2159077908492","63.2159077908492","63.2159077908492","","","","","","","","",""
"3860","112.52016817932969","112.52016817932969","112.52016817932969","","","","","","","","","","","",""
"3861","","","","","","","","","","","","","61.968549416388726","61.968549416388726","61.968549416388726"
"3865","","","","","","","","","","106.85361112697942","106.85361112697942","106.85361112697942","","",""
"3866","","","","","","","75.61540820473093","75.61540820473093","75.61540820473093","","","","","",""
"3868","","","","22.97998876100138","22.97998876100138","22.97998876100138","","","","","","","","",""
"3869","26.636153203849403","26.636153203849403","26.636153203849403","","","","","","","","","","","",""
"3870","","","","","","","","","","","","","12.700890096266619","12.700890096266619","12.700890096266619"
"3874","","","","","","","","","","19.993403746315096","19.993403746315096","19.993403746315096","","",""
"3875","","","","","","","66.08989601358311","66.08989601358311","66.08989601358311","","","","","",""
"3877","","","","5.476813842521665","5.476813842521665","5.476813842521665","","","","","","","","",""
"3878","94.95850936465295","94.95850936465295","94.95850936465295","","","","","","","","","","","",""
"3879","","","","","","","","","","","","","134.9967950240176","134.9967950240176","134.9967950240176"
"3883","","","","","","","","","","76.7096626537259","76.7096626537259","76.7096626537259","","",""
"3884","","","","","","","103.90725240359473","103.90725240359473","103.90725240359473","","","","","",""
"3886","","","","19.057078594434216","19.057078594434216","19.057078594434216","","","","","","","","",""
"3887","90.68989020846934","90.68989020846934","90.68989020846934","","","","","","","","","","","",""
"3888","","","","","","","","","","","","","56.45904313144398","56.45904313144398","56.45904313144398"
"3892","","","","","","","","","","44.842110221159686","44.842110221159686","44.842110221159686","","",""
"3893","","","","","","","87.66824194041125","87.66824194041125","87.66824194041125","","","","","",""
"3895","","","","41.552172392901156","41.552172392901156","41.552172392901156","","","","","","","","",""
"3896","58.902464520422626","58.902464520422626","58.902464520422626","","","","","","","","","","","",""
"3897","","","","","","","","","","","","","60.20954786900798","60.20954786900798","60.20954786900798"
"3901","","","","","","","","","","92.88381592269381","92.88381592269381","92.88381592269381","","",""
"3902","","","","","","","107.09189638130405","107.09189638130405","107.09189638130405","","","","","",""
"3904","","","","2.4366178834104915","2.4366178834104915","2.4366178834104915","","","","","","","","",""
"3905","75.02451533933049","75.02451533933049","75.02451533933049","","","","","","","","","","","",""
"3906","","","","","","","","","","","","","80.21562849002092","80.21562849002092","80.21562849002092"
"3910","","","","","","","","","","122.85701719609027","122.85701719609027","122.85701719609027","","",""
"3911","","","","","","","90.87304413485664","90.87304413485664","90.87304413485664","","","","","",""
"3913","","","","158.01690727301457","158.01690727301457","158.01690727301457","","","","","","","","",""
"3914","126.52393319430807","126.52393319430807","126.52393319430807","","","","","","","","","","","",""
"3915","","","","","","","","","","","","","64.51262604339504","64.51262604339504","64.51262604339504"
"3919","","","","","","","","","","6.732410758821516","6.732410758821516","6.732410758821516","","",""
"3920","","","","","","","84.82397210944818","84.82397210944818","84.82397210944818","","","","","",""
"3922","","","","103.03638386440706","103.03638386440706","103.03638386440706","","","","","","","","",""
"3923","111.14715915890274","111.14715915890274","111.14715915890274","","","","","","","","","","","",""
"3924","","","","","","","","","","","","","160.97870212201008","160.97870212201008","160.97870212201008"
"3928","","","","","","","","","","162.0498976466995","162.0498976466995","162.0498976466995","","",""
"3929","","","","","","","139.41074006343365","139.41074006343365","139.41074006343365","","","","","",""
"3931","","","","94.38465458567686","94.38465458567686","94.38465458567686","","","","","","","","",""
"3932","137.80386876639233","137.80386876639233","137.80386876639233","","","","","","","","","","","",""
"3933","","","","","","","","","","","","","3.1858181251120925","3.1858181251120925","3.1858181251120925"
"3937","","","","","","","","","","51.41245631044532","51.41245631044532","51.41245631044532","","",""
"3938","","","","","","","75.87769500167082","75.87769500167082","75.87769500167082","","","","","",""
"3940","","","","138.24660797577798","138.24660797577798","138.24660797577798","","","","","","","","",""
"3941","82.98252566580233","82.98252566580233","82.98252566580233","","","","","","","","","","","",""
"3942","","","","","","","","","","","","","122.35393101130529","122.35393101130529","122.35393101130529"
"3946","","","","","","","","","","8.347462802495102","8.347462802495102","8.347462802495102","","",""
"3947","","","","","","","54.960715794810426","54.960715794810426","54.960715794810426","","","","","",""
"3949","","","","12.780596780505789","12.780596780505789","12.780596780505789","","","","","","","","",""
"3950","143.1420344051881","143.1420344051881","143.1420344051881","","","","","","","","","","","",""
"3951","","","","","","","","","","","","","119.18052811472016","119.18052811472016","119.18052811472016"
"3955","","","","","","","","","","75.62868037112078","75.62868037112078","75.62868037112078","","",""
"3956","","","","","","","113.27192165966783","113.27192165966783","113.27192165966783","","","","","",""
"3958","","","","69.609971697465","69.609971697465","69.609971697465","","","","","","","","",""
"3959","27.612824337614967","27.612824337614967","27.612824337614967","","","","","","","","","","","",""
"3960","","","","","","","","","","","","","114.72488221661591","114.72488221661591","114.72488221661591"
"3964","","","","","","","","","","4.862488783203389","4.862488783203389","4.862488783203389","","",""
"3965","","","","","","","81.62211011398915","81.62211011398915","81.62211011398915","","","","","",""
"3967","","","","67.57298782899834","67.57298782899834","67.57298782899834","","","","","","","","",""
"3968","52.699140710755444","52.699140710755444","52.699140710755444","","","","","","","","","","","",""
"3969","","","","","","","","","","","","","129.90227615564942","129.90227615564942","129.90227615564942"
"3973","","","","","","","","","","34.090437199805024","34.090437199805024","34.090437199805024","","",""
"3974","","","","","","","65.43047476120537","65.43047476120537","65.43047476120537","","","","","",""
"3976","","","","97.77098409231608","97.77098409231608","97.77098409231608","","","","","","","","",""
"3977","118.89845117713887","118.89845117713887","118.89845117713887","","","","","","","","","","","",""
"3978","","","","","","","","","","","","","151.06005577022853","151.06005577022853","151.06005577022853"
"3982","","","","","","","","","","10.970530080350528","10.970530080350528","10.970530080350528","","",""
"3983","","","","","","","131.12488366225136","131.12488366225136","131.12488366225136","","","","","",""
"3985","","","","34.1072115125894","34.1072115125894","34.1072115125894","","","","","","","","",""
"3986","125.64153493405274","125.64153493405274","125.64153493405274","","","","","","","","","","","",""
"3987","","","","","","","","","","","","","49.57821357088096","49.57821357088096","49.57821357088096"
"3991","","","","","","","","","","8.335167315172384","8.335167315172384","8.335167315172384","","",""
"3992","","","","","","","36.64020802620962","36.64020802620962","36.64020802620962","","","","","",""
"3994","","","","37.627605577506785","37.627605577506785","37.627605577506785","","","","","","","","",""
"3995","30.29116290777364","30.29116290777364","30.29116290777364","","","","","","","","","","","",""
"3996","","","","","","","","","","","","","36.82743457592437","36.82743457592437","36.82743457592437"
"4000","","","","","","","","","","105.00792041149114","105.00792041149114","105.00792041149114","","",""
"4001","","","","","","","83.64472905634258","83.64472905634258","83.64472905634258","","","","","",""
"4003","","","","35.38858017298335","35.38858017298335","35.38858017298335","","","","","","","","",""
"4004","8.652124399500082","8.652124399500082","8.652124399500082","","","","","","","","","","","",""
"4005","","","","","","","","","","","","","12.749856565823393","12.749856565823393","12.749856565823393"
"4009","","","","","","","","","","49.82490572794495","49.82490572794495","49.82490572794495","","",""
"4010","","","","","","","27.88334691343374","27.88334691343374","27.88334691343374","","","","","",""
"4012","","","","86.8407758029225","86.8407758029225","86.8407758029225","","","","","","","","",""
"4013","75.00779863987457","75.00779863987457","75.00779863987457","","","","","","","","","","","",""
"4014","","","","","","","","","","","","","138.03691769028364","138.03691769028364","138.03691769028364"
"4018","","","","","","","","","","159.4763888877063","159.4763888877063","159.4763888877063","","",""
"4019","","","","","","","83.9452635905643","83.9452635905643","83.9452635905643","","","","","",""
"4021","","","","51.208872137882594","51.208872137882594","51.208872137882594","","","","","","","","",""
"4022","100.5880262549876","100.5880262549876","100.5880262549876","","","","","","","","","","","",""
"4023","","","","","","","","","","","","","142.63035537703084","142.63035537703084","142.63035537703084"
"4027","","","","","","","","","","10.357631293242179","10.357631293242179","10.357631293242179","","",""
"4028","","","","","","","114.70824980276659","114.70824980276659","114.70824980276659","","","","","",""
"4030","","","","168.19330454934564","168.19330454934564","168.19330454934564","","","","","","","","",""
"4031","3.289554307677861","3.289554307677861","3.289554307677861","","","","","","","","","","","",""
"4032","","","","","","","","","","","","","62.491905031910974","62.491905031910974","62.491905031910974"
"4036","","","","","","","","","","4.529635899321988","4.529635899321988","4.529635899321988","","",""
"4037","","","","","","","91.80534573158855","91.80534573158855","91.80534573158855","","","","","",""
"4039","","","","136.2542219648126","136.2542219648126","136.2542219648126","","","","","","","","",""
"4040","43.624256931193855","43.624256931193855","43.624256931193855","","","","","","","","","","","",""
"4041","","","","","","","","","","","","","25.53343827638315","25.53343827638315","25.53343827638315"
"4045","","","","","","","","","","63.01016216426038","63.01016216426038","63.01016216426038","","",""
"4046","","","","","","","142.61851786509533","142.61851786509533","142.61851786509533","","","","","",""
"4048","","","","115.49737828180466","115.49737828180466","115.49737828180466","","","","","","","","",""
"4049","150.91609139840915","150.91609139840915","150.91609139840915","","","","","","","","","","","",""
"4050","","","","","","","","","","","","","93.365762670632","93.365762670632","93.365762670632"
"4054","","","","","","","","","","97.18266895446979","97.18266895446979","97.18266895446979","","",""
"4055","","","","","","","88.89994919776673","88.89994919776673","88.89994919776673","","","","","",""
"4057","","","","89.52120125513817","89.52120125513817","89.52120125513817","","","","","","","","",""
"4058","100.81252664054772","100.81252664054772","100.81252664054772","","","","","","","","","","","",""
"4059","","","","","","","","","","","","","73.8390986417326","73.8390986417326","73.8390986417326"
"4063","","","","","","","","","","46.44069200086054","46.44069200086054","46.44069200086054","","",""
"4064","","","","","","","96.69939500860622","96.69939500860622","96.69939500860622","","","","","",""
"4066","","","","133.99812866271165","133.99812866271165","133.99812866271165","","","","","","","","",""
"4067","17.302352115035802","17.302352115035802","17.302352115035802","","","","","","","","","","","",""
"4068","","","","","","","","","","","","","146.06524325907304","146.06524325907304","146.06524325907304"
"4072","","","","","","","","","","15.936185309849833","15.936185309849833","15.936185309849833","","",""
"4073","","","","","","","18.02012417242574","18.02012417242574","18.02012417242574","","","","","",""
"4075","","","","34.97416250062426","34.97416250062426","34.97416250062426","","","","","","","","",""
"4076","93.91237673314473","93.91237673314473","93.91237673314473","","","","","","","","","","","",""
"4077","","","","","","","","","","","","","6.019404204135782","6.019404204135782","6.019404204135782"
"4081","","","","","","","","","","2.3158918540627553","2.3158918540627553","2.3158918540627553","","",""
"4082","","","","","","","39.656265863651356","39.656265863651356","39.656265863651356","","","","","",""
"4084","","","","83.29883342064299","83.29883342064299","83.29883342064299","","","","","","","","",""
"4085","45.40792062416071","45.40792062416071","45.40792062416071","","","","","","","","","","","",""
"4086","","","","","","","","","","","","","34.92876199719356","34.92876199719356","34.92876199719356"
"4090","","","","","","","","","","20.72087556610856","20.72087556610856","20.72087556610856","","",""
"4091","","","","","","","28.63058746074131","28.63058746074131","28.63058746074131","","","","","",""
"4093","","","","66.0542276594359","66.0542276594359","66.0542276594359","","","","","","","","",""
"4094","116.67857732092162","116.67857732092162","116.67857732092162","","","","","","","","","","","",""
"4095","","","","","","","","","","","","","18.874794432897687","18.874794432897687","18.874794432897687"
"4099","","","","","","","","","","71.82404931844447","71.82404931844447","71.82404931844447","","",""
"4100","","","","","","","69.49976088846826","69.49976088846826","69.49976088846826","","","","","",""
"4102","","","","7.389223464089184","7.389223464089184","7.389223464089184","","","","","","","","",""
"4103","158.98183666477937","158.98183666477937","158.98183666477937","","","","","","","","","","","",""
"4104","","","","","","","","","","","","","100.25153462216707","100.25153462216707","100.25153462216707"
"4108","","","","","","","","","","6.097664938452283","6.097664938452283","6.097664938452283","","",""
"4109","","","","","","","37.551975628647114","37.551975628647114","37.551975628647114","","","","","",""
"4111","","","","12.318096455150993","12.318096455150993","12.318096455150993","","","","","","","","",""
