"Step","zany-disco-38 - Test_Mean_Angular_Distance_EPNP","zany-disco-38 - Test_Mean_Angular_Distance_EPNP__MIN","zany-disco-38 - Test_Mean_Angular_Distance_EPNP__MAX","zany-disco-38 - Test_Mean_Angular_Distance_ITERATIVE","zany-disco-38 - Test_Mean_Angular_Distance_ITERATIVE__MIN","zany-disco-38 - Test_Mean_Angular_Distance_ITERATIVE__MAX","zany-disco-38 - Test_Mean_Angular_Distance_SQPNP","zany-disco-38 - Test_Mean_Angular_Distance_SQPNP__MIN","zany-disco-38 - Test_Mean_Angular_Distance_SQPNP__MAX","zany-disco-38 - Test_Mean_Angular_Distance_P3P","zany-disco-38 - Test_Mean_Angular_Distance_P3P__MIN","zany-disco-38 - Test_Mean_Angular_Distance_P3P__MAX","zany-disco-38 - Test_Mean_Angular_Distance_AP3P","zany-disco-38 - Test_Mean_Angular_Distance_AP3P__MIN","zany-disco-38 - Test_Mean_Angular_Distance_AP3P__MAX"
"2860","","","","16.07540252936616","16.07540252936616","16.07540252936616","","","","","","","","",""
"2861","177.34338408947534","177.34338408947534","177.34338408947534","","","","","","","","","","","",""
"2862","","","","","","","","","","161.00702395345002","161.00702395345002","161.00702395345002","","",""
"2865","","","","","","","","","","","","","161.0070248607084","161.0070248607084","161.0070248607084"
"2867","","","","","","","178.55980266594565","178.55980266594565","178.55980266594565","","","","","",""
"2869","","","","78.03508602463232","78.03508602463232","78.03508602463232","","","","","","","","",""
"2870","159.66210153755083","159.66210153755083","159.66210153755083","","","","","","","","","","","",""
"2871","","","","","","","","","","137.24650154048538","137.24650154048538","137.24650154048538","","",""
"2874","","","","","","","","","","","","","137.2453459573657","137.2453459573657","137.2453459573657"
"2876","","","","","","","115.58602649800719","115.58602649800719","115.58602649800719","","","","","",""
"2878","","","","19.378799898850332","19.378799898850332","19.378799898850332","","","","","","","","",""
"2879","159.53164704544574","159.53164704544574","159.53164704544574","","","","","","","","","","","",""
"2880","","","","","","","","","","53.69127718455454","53.69127718455454","53.69127718455454","","",""
"2883","","","","","","","","","","","","","53.69127722016559","53.69127722016559","53.69127722016559"
"2885","","","","","","","163.26007151764531","163.26007151764531","163.26007151764531","","","","","",""
"2887","","","","76.6465605739726","76.6465605739726","76.6465605739726","","","","","","","","",""
"2888","159.58760210447798","159.58760210447798","159.58760210447798","","","","","","","","","","","",""
"2889","","","","","","","","","","162.2881882712127","162.2881882712127","162.2881882712127","","",""
"2892","","","","","","","","","","","","","162.2881911701803","162.2881911701803","162.2881911701803"
"2894","","","","","","","34.91147082121296","34.91147082121296","34.91147082121296","","","","","",""
"2896","","","","20.60063588783558","20.60063588783558","20.60063588783558","","","","","","","","",""
"2897","131.77695072265743","131.77695072265743","131.77695072265743","","","","","","","","","","","",""
"2898","","","","","","","","","","144.82543141382973","144.82543141382973","144.82543141382973","","",""
"2901","","","","","","","","","","","","","144.82514707881035","144.82514707881035","144.82514707881035"
"2903","","","","","","","145.0342959032448","145.0342959032448","145.0342959032448","","","","","",""
"2905","","","","74.3148733002107","74.3148733002107","74.3148733002107","","","","","","","","",""
"2906","151.8958254376315","151.8958254376315","151.8958254376315","","","","","","","","","","","",""
"2907","","","","","","","","","","22.70967847164127","22.70967847164127","22.70967847164127","","",""
"2910","","","","","","","","","","","","","22.709921696808976","22.709921696808976","22.709921696808976"
"2912","","","","","","","21.403030697228075","21.403030697228075","21.403030697228075","","","","","",""
"2914","","","","78.27262679939139","78.27262679939139","78.27262679939139","","","","","","","","",""
"2915","155.8504818163815","155.8504818163815","155.8504818163815","","","","","","","","","","","",""
"2916","","","","","","","","","","23.077772441744514","23.077772441744514","23.077772441744514","","",""
"2919","","","","","","","","","","","","","23.07776544364836","23.07776544364836","23.07776544364836"
"2921","","","","","","","58.64431482992798","58.64431482992798","58.64431482992798","","","","","",""
"2923","","","","68.56078824840094","68.56078824840094","68.56078824840094","","","","","","","","",""
"2924","64.56854308634011","64.56854308634011","64.56854308634011","","","","","","","","","","","",""
"2925","","","","","","","","","","59.494000126999765","59.494000126999765","59.494000126999765","","",""
"2928","","","","","","","","","","","","","59.49400217711472","59.49400217711472","59.49400217711472"
"2930","","","","","","","53.83453186295681","53.83453186295681","53.83453186295681","","","","","",""
"2932","","","","72.99086593511475","72.99086593511475","72.99086593511475","","","","","","","","",""
"2933","86.34349283036396","86.34349283036396","86.34349283036396","","","","","","","","","","","",""
"2934","","","","","","","","","","126.13152959916918","126.13152959916918","126.13152959916918","","",""
"2937","","","","","","","","","","","","","126.1101080407065","126.1101080407065","126.1101080407065"
"2939","","","","","","","37.02808185255981","37.02808185255981","37.02808185255981","","","","","",""
"2941","","","","64.60592873620087","64.60592873620087","64.60592873620087","","","","","","","","",""
"2942","68.30112041884519","68.30112041884519","68.30112041884519","","","","","","","","","","","",""
"2943","","","","","","","","","","56.807283052103486","56.807283052103486","56.807283052103486","","",""
"2946","","","","","","","","","","","","","56.82161776485226","56.82161776485226","56.82161776485226"
"2948","","","","","","","156.3245788396911","156.3245788396911","156.3245788396911","","","","","",""
"2950","","","","22.731447407197294","22.731447407197294","22.731447407197294","","","","","","","","",""
"2951","170.38135041661837","170.38135041661837","170.38135041661837","","","","","","","","","","","",""
"2952","","","","","","","","","","49.19751900946645","49.19751900946645","49.19751900946645","","",""
"2955","","","","","","","","","","","","","49.197791521626414","49.197791521626414","49.197791521626414"
"2957","","","","","","","166.88661783539763","166.88661783539763","166.88661783539763","","","","","",""
"2959","","","","70.52621521190316","70.52621521190316","70.52621521190316","","","","","","","","",""
"2960","141.65614419352744","141.65614419352744","141.65614419352744","","","","","","","","","","","",""
"2961","","","","","","","","","","8.151291697831908","8.151291697831908","8.151291697831908","","",""
"2964","","","","","","","","","","","","","8.151280341297621","8.151280341297621","8.151280341297621"
"2966","","","","","","","159.16643469340423","159.16643469340423","159.16643469340423","","","","","",""
"2968","","","","71.2529257488007","71.2529257488007","71.2529257488007","","","","","","","","",""
"2969","30.136711492837833","30.136711492837833","30.136711492837833","","","","","","","","","","","",""
"2970","","","","","","","","","","130.04971926350126","130.04971926350126","130.04971926350126","","",""
"2973","","","","","","","","","","","","","0.7704277551882512","0.7704277551882512","0.7704277551882512"
"2975","","","","","","","21.797260453512877","21.797260453512877","21.797260453512877","","","","","",""
"2977","","","","50.16127584654623","50.16127584654623","50.16127584654623","","","","","","","","",""
"2978","41.77643881824781","41.77643881824781","41.77643881824781","","","","","","","","","","","",""
"2979","","","","","","","","","","22.08563143278252","22.08563143278252","22.08563143278252","","",""
"2982","","","","","","","","","","","","","22.08563143856884","22.08563143856884","22.08563143856884"
"2984","","","","","","","154.61327560830486","154.61327560830486","154.61327560830486","","","","","",""
"2986","","","","47.06763939842608","47.06763939842608","47.06763939842608","","","","","","","","",""
"2987","169.84415486204577","169.84415486204577","169.84415486204577","","","","","","","","","","","",""
"2988","","","","","","","","","","58.38651099102442","58.38651099102442","58.38651099102442","","",""
"2991","","","","","","","","","","","","","58.38652152030592","58.38652152030592","58.38652152030592"
"2993","","","","","","","48.25813472217169","48.25813472217169","48.25813472217169","","","","","",""
"2995","","","","95.23417537161401","95.23417537161401","95.23417537161401","","","","","","","","",""
"2996","161.52524270675016","161.52524270675016","161.52524270675016","","","","","","","","","","","",""
"2997","","","","","","","","","","137.54890356812493","137.54890356812493","137.54890356812493","","",""
"3000","","","","","","","","","","","","","49.528824669558816","49.528824669558816","49.528824669558816"
"3002","","","","","","","139.5144815274122","139.5144815274122","139.5144815274122","","","","","",""
"3004","","","","4.441777941375705","4.441777941375705","4.441777941375705","","","","","","","","",""
"3005","169.3472592403707","169.3472592403707","169.3472592403707","","","","","","","","","","","",""
"3006","","","","","","","","","","53.14200629598399","53.14200629598399","53.14200629598399","","",""
"3009","","","","","","","","","","","","","53.1420063702045","53.1420063702045","53.1420063702045"
"3011","","","","","","","175.98905392726945","175.98905392726945","175.98905392726945","","","","","",""
"3013","","","","66.59324341846249","66.59324341846249","66.59324341846249","","","","","","","","",""
"3014","156.67432084316997","156.67432084316997","156.67432084316997","","","","","","","","","","","",""
"3015","","","","","","","","","","51.215437606646674","51.215437606646674","51.215437606646674","","",""
"3018","","","","","","","","","","","","","51.212897873632414","51.212897873632414","51.212897873632414"
"3020","","","","","","","155.45642142936407","155.45642142936407","155.45642142936407","","","","","",""
"3022","","","","46.39434208819927","46.39434208819927","46.39434208819927","","","","","","","","",""
"3023","170.6069586180779","170.6069586180779","170.6069586180779","","","","","","","","","","","",""
"3024","","","","","","","","","","56.78459144804752","56.78459144804752","56.78459144804752","","",""
"3027","","","","","","","","","","","","","56.7845811006035","56.7845811006035","56.7845811006035"
"3029","","","","","","","162.71652878125295","162.71652878125295","162.71652878125295","","","","","",""
"3031","","","","32.77667171921098","32.77667171921098","32.77667171921098","","","","","","","","",""
"3032","79.24291576377227","79.24291576377227","79.24291576377227","","","","","","","","","","","",""
"3033","","","","","","","","","","62.29781107898624","62.29781107898624","62.29781107898624","","",""
"3036","","","","","","","","","","","","","62.42098762597114","62.42098762597114","62.42098762597114"
"3038","","","","","","","56.16775110299574","56.16775110299574","56.16775110299574","","","","","",""
"3040","","","","1.6762838303557714","1.6762838303557714","1.6762838303557714","","","","","","","","",""
"3041","145.85575065576228","145.85575065576228","145.85575065576228","","","","","","","","","","","",""
"3042","","","","","","","","","","135.88489008481397","135.88489008481397","135.88489008481397","","",""
"3045","","","","","","","","","","","","","136.32377069952838","136.32377069952838","136.32377069952838"
"3047","","","","","","","49.89691463641037","49.89691463641037","49.89691463641037","","","","","",""
"3049","","","","78.75108732172995","78.75108732172995","78.75108732172995","","","","","","","","",""
"3050","154.8738071291721","154.8738071291721","154.8738071291721","","","","","","","","","","","",""
"3051","","","","","","","","","","165.04869055162158","165.04869055162158","165.04869055162158","","",""
"3054","","","","","","","","","","","","","165.0492359422322","165.0492359422322","165.0492359422322"
"3056","","","","","","","32.57148171570262","32.57148171570262","32.57148171570262","","","","","",""
"3058","","","","162.14672493026532","162.14672493026532","162.14672493026532","","","","","","","","",""
"3059","169.8163343546919","169.8163343546919","169.8163343546919","","","","","","","","","","","",""
"3060","","","","","","","","","","167.66461378742667","167.66461378742667","167.66461378742667","","",""
"3063","","","","","","","","","","","","","167.66461203843133","167.66461203843133","167.66461203843133"
"3065","","","","","","","173.17893292921497","173.17893292921497","173.17893292921497","","","","","",""
"3067","","","","73.09059267124623","73.09059267124623","73.09059267124623","","","","","","","","",""
"3068","62.860698351171436","62.860698351171436","62.860698351171436","","","","","","","","","","","",""
"3069","","","","","","","","","","64.18431327368704","64.18431327368704","64.18431327368704","","",""
"3072","","","","","","","","","","","","","64.18431311439991","64.18431311439991","64.18431311439991"
"3074","","","","","","","51.98622364779379","51.98622364779379","51.98622364779379","","","","","",""
"3076","","","","11.22728533914281","11.22728533914281","11.22728533914281","","","","","","","","",""
"3077","118.5752780867316","118.5752780867316","118.5752780867316","","","","","","","","","","","",""
"3078","","","","","","","","","","44.300831583605316","44.300831583605316","44.300831583605316","","",""
"3081","","","","","","","","","","","","","44.300972670525994","44.300972670525994","44.300972670525994"
"3083","","","","","","","156.94199930063905","156.94199930063905","156.94199930063905","","","","","",""
"3085","","","","86.38960814815884","86.38960814815884","86.38960814815884","","","","","","","","",""
"3086","161.3108825681858","161.3108825681858","161.3108825681858","","","","","","","","","","","",""
"3087","","","","","","","","","","166.55627648371924","166.55627648371924","166.55627648371924","","",""
"3090","","","","","","","","","","","","","166.5563065619196","166.5563065619196","166.5563065619196"
"3092","","","","","","","151.33203824570742","151.33203824570742","151.33203824570742","","","","","",""
"3094","","","","73.25106508342593","73.25106508342593","73.25106508342593","","","","","","","","",""
"3095","148.3436400188802","148.3436400188802","148.3436400188802","","","","","","","","","","","",""
"3096","","","","","","","","","","50.19473528837892","50.19473528837892","50.19473528837892","","",""
"3099","","","","","","","","","","","","","49.81194787505612","49.81194787505612","49.81194787505612"
"3101","","","","","","","89.75851383666489","89.75851383666489","89.75851383666489","","","","","",""
"3103","","","","82.81933163262745","82.81933163262745","82.81933163262745","","","","","","","","",""
"3104","150.47264561312895","150.47264561312895","150.47264561312895","","","","","","","","","","","",""
"3105","","","","","","","","","","111.81160365779805","111.81160365779805","111.81160365779805","","",""
"3108","","","","","","","","","","","","","27.210000331993456","27.210000331993456","27.210000331993456"
"3110","","","","","","","30.432679746685295","30.432679746685295","30.432679746685295","","","","","",""
"3112","","","","40.7097068583563","40.7097068583563","40.7097068583563","","","","","","","","",""
"3113","174.85005473115478","174.85005473115478","174.85005473115478","","","","","","","","","","","",""
"3114","","","","","","","","","","168.79274810436158","168.79274810436158","168.79274810436158","","",""
"3117","","","","","","","","","","","","","168.79274809519765","168.79274809519765","168.79274809519765"
"3119","","","","","","","175.08012982136336","175.08012982136336","175.08012982136336","","","","","",""
"3121","","","","87.45727484120532","87.45727484120532","87.45727484120532","","","","","","","","",""
"3122","166.57222041777507","166.57222041777507","166.57222041777507","","","","","","","","","","","",""
"3123","","","","","","","","","","157.2439841400173","157.2439841400173","157.2439841400173","","",""
"3126","","","","","","","","","","","","","157.2446884245405","157.2446884245405","157.2446884245405"
"3128","","","","","","","37.40654349701387","37.40654349701387","37.40654349701387","","","","","",""
"3130","","","","64.03693042683315","64.03693042683315","64.03693042683315","","","","","","","","",""
"3131","37.79829119448422","37.79829119448422","37.79829119448422","","","","","","","","","","","",""
"3132","","","","","","","","","","10.010072414954521","10.010072414954521","10.010072414954521","","",""
"3135","","","","","","","","","","","","","9.963365177727724","9.963365177727724","9.963365177727724"
"3137","","","","","","","39.712288913280304","39.712288913280304","39.712288913280304","","","","","",""
"3139","","","","24.80233884642567","24.80233884642567","24.80233884642567","","","","","","","","",""
"3140","119.92441366331164","119.92441366331164","119.92441366331164","","","","","","","","","","","",""
"3141","","","","","","","","","","50.00614472895407","50.00614472895407","50.00614472895407","","",""
"3144","","","","","","","","","","","","","50.00610786287817","50.00610786287817","50.00610786287817"
"3146","","","","","","","43.38716344253251","43.38716344253251","43.38716344253251","","","","","",""
"3148","","","","6.294667237172149","6.294667237172149","6.294667237172149","","","","","","","","",""
"3149","158.22202581246123","158.22202581246123","158.22202581246123","","","","","","","","","","","",""
"3150","","","","","","","","","","63.86698607182261","63.86698607182261","63.86698607182261","","",""
"3153","","","","","","","","","","","","","63.86699245244611","63.86699245244611","63.86699245244611"
"3155","","","","","","","163.41203561209718","163.41203561209718","163.41203561209718","","","","","",""
"3157","","","","114.54363866278135","114.54363866278135","114.54363866278135","","","","","","","","",""
"3158","18.69085704202203","18.69085704202203","18.69085704202203","","","","","","","","","","","",""
"3159","","","","","","","","","","16.04334412922509","16.04334412922509","16.04334412922509","","",""
"3162","","","","","","","","","","","","","45.222630176852704","45.222630176852704","45.222630176852704"
"3164","","","","","","","21.49545404975072","21.49545404975072","21.49545404975072","","","","","",""
"3166","","","","115.09310359159154","115.09310359159154","115.09310359159154","","","","","","","","",""
"3167","16.55410052203149","16.55410052203149","16.55410052203149","","","","","","","","","","","",""
"3168","","","","","","","","","","63.289761756716004","63.289761756716004","63.289761756716004","","",""
"3171","","","","","","","","","","","","","61.5387891410232","61.5387891410232","61.5387891410232"
"3173","","","","","","","18.43200524684184","18.43200524684184","18.43200524684184","","","","","",""
"3175","","","","5.69211852272403","5.69211852272403","5.69211852272403","","","","","","","","",""
"3176","157.15044217314932","157.15044217314932","157.15044217314932","","","","","","","","","","","",""
"3177","","","","","","","","","","161.81161606322593","161.81161606322593","161.81161606322593","","",""
"3180","","","","","","","","","","","","","161.81149762302013","161.81149762302013","161.81149762302013"
"3182","","","","","","","24.617894280405324","24.617894280405324","24.617894280405324","","","","","",""
"3184","","","","59.36354882555713","59.36354882555713","59.36354882555713","","","","","","","","",""
"3185","97.71093906278692","97.71093906278692","97.71093906278692","","","","","","","","","","","",""
"3186","","","","","","","","","","0.2691839531430844","0.2691839531430844","0.2691839531430844","","",""
"3189","","","","","","","","","","","","","121.64399392112784","121.64399392112784","121.64399392112784"
"3191","","","","","","","46.31753528699002","46.31753528699002","46.31753528699002","","","","","",""
"3193","","","","6.145301989934893","6.145301989934893","6.145301989934893","","","","","","","","",""
"3194","172.2261694799284","172.2261694799284","172.2261694799284","","","","","","","","","","","",""
"3195","","","","","","","","","","167.67814571608167","167.67814571608167","167.67814571608167","","",""
"3198","","","","","","","","","","","","","167.678148502319","167.678148502319","167.678148502319"
"3200","","","","","","","166.45778469415367","166.45778469415367","166.45778469415367","","","","","",""
"3202","","","","60.8816071225083","60.8816071225083","60.8816071225083","","","","","","","","",""
"3203","174.69913950825872","174.69913950825872","174.69913950825872","","","","","","","","","","","",""
"3204","","","","","","","","","","48.427714349424036","48.427714349424036","48.427714349424036","","",""
"3207","","","","","","","","","","","","","48.42790204562567","48.42790204562567","48.42790204562567"
"3209","","","","","","","56.495236728092664","56.495236728092664","56.495236728092664","","","","","",""
"3211","","","","95.28852056041593","95.28852056041593","95.28852056041593","","","","","","","","",""
"3212","44.88595076445603","44.88595076445603","44.88595076445603","","","","","","","","","","","",""
"3213","","","","","","","","","","26.239623116976645","26.239623116976645","26.239623116976645","","",""
"3216","","","","","","","","","","","","","26.554875050956355","26.554875050956355","26.554875050956355"
"3218","","","","","","","28.60635953832056","28.60635953832056","28.60635953832056","","","","","",""
"3220","","","","0.24677149177671254","0.24677149177671254","0.24677149177671254","","","","","","","","",""
"3221","159.32677063775677","159.32677063775677","159.32677063775677","","","","","","","","","","","",""
"3222","","","","","","","","","","161.78147484499013","161.78147484499013","161.78147484499013","","",""
"3225","","","","","","","","","","","","","161.78173524996282","161.78173524996282","161.78173524996282"
"3227","","","","","","","45.21404800688933","45.21404800688933","45.21404800688933","","","","","",""
"3229","","","","68.52778131544345","68.52778131544345","68.52778131544345","","","","","","","","",""
"3230","43.544761886291866","43.544761886291866","43.544761886291866","","","","","","","","","","","",""
"3231","","","","","","","","","","39.18946794455516","39.18946794455516","39.18946794455516","","",""
"3234","","","","","","","","","","","","","39.18716282190823","39.18716282190823","39.18716282190823"
"3236","","","","","","","36.517570075216184","36.517570075216184","36.517570075216184","","","","","",""
"3238","","","","27.979953630153688","27.979953630153688","27.979953630153688","","","","","","","","",""
"3239","135.56100336295984","135.56100336295984","135.56100336295984","","","","","","","","","","","",""
"3240","","","","","","","","","","73.24312807681054","73.24312807681054","73.24312807681054","","",""
"3243","","","","","","","","","","","","","73.2457861316931","73.2457861316931","73.2457861316931"
"3245","","","","","","","152.68603014695543","152.68603014695543","152.68603014695543","","","","","",""
"3247","","","","73.98400487748594","73.98400487748594","73.98400487748594","","","","","","","","",""
"3248","147.84227513541458","147.84227513541458","147.84227513541458","","","","","","","","","","","",""
"3249","","","","","","","","","","145.17755790408964","145.17755790408964","145.17755790408964","","",""
"3252","","","","","","","","","","","","","145.17755839912348","145.17755839912348","145.17755839912348"
"3254","","","","","","","163.94259990374061","163.94259990374061","163.94259990374061","","","","","",""
"3256","","","","28.560650955514205","28.560650955514205","28.560650955514205","","","","","","","","",""
"3257","171.14740209823356","171.14740209823356","171.14740209823356","","","","","","","","","","","",""
"3258","","","","","","","","","","39.87224020589812","39.87224020589812","39.87224020589812","","",""
"3261","","","","","","","","","","","","","39.872240116454805","39.872240116454805","39.872240116454805"
"3263","","","","","","","179.2280257087668","179.2280257087668","179.2280257087668","","","","","",""
"3265","","","","4.161305961892566","4.161305961892566","4.161305961892566","","","","","","","","",""
"3266","150.85068119323623","150.85068119323623","150.85068119323623","","","","","","","","","","","",""
"3267","","","","","","","","","","39.338967735086925","39.338967735086925","39.338967735086925","","",""
"3270","","","","","","","","","","","","","39.338983168373346","39.338983168373346","39.338983168373346"
"3272","","","","","","","153.34054735937988","153.34054735937988","153.34054735937988","","","","","",""
"3274","","","","4.734853631309761","4.734853631309761","4.734853631309761","","","","","","","","",""
"3275","79.55229820686912","79.55229820686912","79.55229820686912","","","","","","","","","","","",""
"3276","","","","","","","","","","43.73811852835908","43.73811852835908","43.73811852835908","","",""
"3279","","","","","","","","","","","","","43.73817162685512","43.73817162685512","43.73817162685512"
"3281","","","","","","","111.17019203535786","111.17019203535786","111.17019203535786","","","","","",""
"3283","","","","72.12974709941201","72.12974709941201","72.12974709941201","","","","","","","","",""
"3284","45.866178112729244","45.866178112729244","45.866178112729244","","","","","","","","","","","",""
"3285","","","","","","","","","","14.285765909063542","14.285765909063542","14.285765909063542","","",""
"3288","","","","","","","","","","","","","14.290828598361315","14.290828598361315","14.290828598361315"
"3290","","","","","","","27.19010202946015","27.19010202946015","27.19010202946015","","","","","",""
"3292","","","","74.10019318348634","74.10019318348634","74.10019318348634","","","","","","","","",""
"3293","145.3820345868151","145.3820345868151","145.3820345868151","","","","","","","","","","","",""
"3294","","","","","","","","","","154.604645960301","154.604645960301","154.604645960301","","",""
"3297","","","","","","","","","","","","","154.60193985661505","154.60193985661505","154.60193985661505"
"3299","","","","","","","30.394721878187624","30.394721878187624","30.394721878187624","","","","","",""
"3301","","","","44.907279889657474","44.907279889657474","44.907279889657474","","","","","","","","",""
"3302","80.58375077486376","80.58375077486376","80.58375077486376","","","","","","","","","","","",""
"3303","","","","","","","","","","31.75594738513692","31.75594738513692","31.75594738513692","","",""
"3306","","","","","","","","","","","","","31.755947564119595","31.755947564119595","31.755947564119595"
"3308","","","","","","","153.4734640082208","153.4734640082208","153.4734640082208","","","","","",""
"3310","","","","1.5162398917972268","1.5162398917972268","1.5162398917972268","","","","","","","","",""
"3311","178.27225178329823","178.27225178329823","178.27225178329823","","","","","","","","","","","",""
"3312","","","","","","","","","","170.70683596202946","170.70683596202946","170.70683596202946","","",""
"3315","","","","","","","","","","","","","170.70683593135516","170.70683593135516","170.70683593135516"
"3317","","","","","","","176.09042339020408","176.09042339020408","176.09042339020408","","","","","",""
"3319","","","","8.470264875851285","8.470264875851285","8.470264875851285","","","","","","","","",""
"3320","164.3164332464016","164.3164332464016","164.3164332464016","","","","","","","","","","","",""
"3321","","","","","","","","","","167.82690399793296","167.82690399793296","167.82690399793296","","",""
"3324","","","","","","","","","","","","","167.82690152979347","167.82690152979347","167.82690152979347"
"3326","","","","","","","168.45843902833562","168.45843902833562","168.45843902833562","","","","","",""
"3328","","","","81.64125020943713","81.64125020943713","81.64125020943713","","","","","","","","",""
"3329","168.08648355285214","168.08648355285214","168.08648355285214","","","","","","","","","","","",""
"3330","","","","","","","","","","49.25186297187108","49.25186297187108","49.25186297187108","","",""
"3333","","","","","","","","","","","","","49.2518631863266","49.2518631863266","49.2518631863266"
"3335","","","","","","","166.54109034449274","166.54109034449274","166.54109034449274","","","","","",""
"3337","","","","78.59148281240647","78.59148281240647","78.59148281240647","","","","","","","","",""
"3338","18.495066400756315","18.495066400756315","18.495066400756315","","","","","","","","","","","",""
"3339","","","","","","","","","","63.09898457309632","63.09898457309632","63.09898457309632","","",""
"3342","","","","","","","","","","","","","62.91303769730851","62.91303769730851","62.91303769730851"
"3344","","","","","","","66.5259510035461","66.5259510035461","66.5259510035461","","","","","",""
"3346","","","","70.96303005735355","70.96303005735355","70.96303005735355","","","","","","","","",""
"3347","175.70380694556238","175.70380694556238","175.70380694556238","","","","","","","","","","","",""
"3348","","","","","","","","","","30.872807349578352","30.872807349578352","30.872807349578352","","",""
"3351","","","","","","","","","","","","","30.87285243438322","30.87285243438322","30.87285243438322"
"3353","","","","","","","170.536157868572","170.536157868572","170.536157868572","","","","","",""
"3355","","","","76.63187115641816","76.63187115641816","76.63187115641816","","","","","","","","",""
"3356","48.84655547164269","48.84655547164269","48.84655547164269","","","","","","","","","","","",""
"3357","","","","","","","","","","142.5474611983793","142.5474611983793","142.5474611983793","","",""
"3360","","","","","","","","","","","","","142.517232286694","142.517232286694","142.517232286694"
"3362","","","","","","","47.908200530347244","47.908200530347244","47.908200530347244","","","","","",""
"3364","","","","1.519390091004965","1.519390091004965","1.519390091004965","","","","","","","","",""
"3365","172.43581272588153","172.43581272588153","172.43581272588153","","","","","","","","","","","",""
"3366","","","","","","","","","","164.03265933076264","164.03265933076264","164.03265933076264","","",""
"3369","","","","","","","","","","","","","164.03265936286442","164.03265936286442","164.03265936286442"
"3371","","","","","","","174.63958362762304","174.63958362762304","174.63958362762304","","","","","",""
"3373","","","","56.94152722210666","56.94152722210666","56.94152722210666","","","","","","","","",""
"3374","90.2560726609048","90.2560726609048","90.2560726609048","","","","","","","","","","","",""
"3375","","","","","","","","","","70.26303536088328","70.26303536088328","70.26303536088328","","",""
"3378","","","","","","","","","","","","","70.26303353484592","70.26303353484592","70.26303353484592"
"3380","","","","","","","58.90619351919108","58.90619351919108","58.90619351919108","","","","","",""
"3382","","","","75.69973056450647","75.69973056450647","75.69973056450647","","","","","","","","",""
"3383","159.36956750307195","159.36956750307195","159.36956750307195","","","","","","","","","","","",""
"3384","","","","","","","","","","33.511985347376054","33.511985347376054","33.511985347376054","","",""
"3387","","","","","","","","","","","","","33.512263437030725","33.512263437030725","33.512263437030725"
"3389","","","","","","","29.454909674509878","29.454909674509878","29.454909674509878","","","","","",""
"3391","","","","7.009630790253141","7.009630790253141","7.009630790253141","","","","","","","","",""
"3392","82.06079062050026","82.06079062050026","82.06079062050026","","","","","","","","","","","",""
"3393","","","","","","","","","","44.48347552428061","44.48347552428061","44.48347552428061","","",""
"3396","","","","","","","","","","","","","44.48392382265004","44.48392382265004","44.48392382265004"
"3398","","","","","","","107.96128947054213","107.96128947054213","107.96128947054213","","","","","",""
"3400","","","","66.13497427755031","66.13497427755031","66.13497427755031","","","","","","","","",""
"3401","23.355762886867097","23.355762886867097","23.355762886867097","","","","","","","","","","","",""
"3402","","","","","","","","","","30.08747010090326","30.08747010090326","30.08747010090326","","",""
"3405","","","","","","","","","","","","","30.087461401397007","30.087461401397007","30.087461401397007"
"3407","","","","","","","32.97444117060661","32.97444117060661","32.97444117060661","","","","","",""
"3409","","","","97.89612590366806","97.89612590366806","97.89612590366806","","","","","","","","",""
"3410","146.13016233393367","146.13016233393367","146.13016233393367","","","","","","","","","","","",""
"3411","","","","","","","","","","171.2206411246237","171.2206411246237","171.2206411246237","","",""
"3414","","","","","","","","","","","","","171.2206347332647","171.2206347332647","171.2206347332647"
"3416","","","","","","","6.080384775489847","6.080384775489847","6.080384775489847","","","","","",""
"3418","","","","26.361159813932176","26.361159813932176","26.361159813932176","","","","","","","","",""
"3419","169.16654078663672","169.16654078663672","169.16654078663672","","","","","","","","","","","",""
"3420","","","","","","","","","","51.97946211442917","51.97946211442917","51.97946211442917","","",""
"3423","","","","","","","","","","","","","51.97947226407291","51.97947226407291","51.97947226407291"
"3425","","","","","","","154.78006176736648","154.78006176736648","154.78006176736648","","","","","",""
"3427","","","","149.99559392236645","149.99559392236645","149.99559392236645","","","","","","","","",""
"3428","163.7371811610496","163.7371811610496","163.7371811610496","","","","","","","","","","","",""
"3429","","","","","","","","","","173.59280926272095","173.59280926272095","173.59280926272095","","",""
"3432","","","","","","","","","","","","","173.59284113696305","173.59284113696305","173.59284113696305"
"3434","","","","","","","159.3302474439736","159.3302474439736","159.3302474439736","","","","","",""
"3436","","","","74.76621752034734","74.76621752034734","74.76621752034734","","","","","","","","",""
"3437","123.66212964200656","123.66212964200656","123.66212964200656","","","","","","","","","","","",""
"3438","","","","","","","","","","26.802656816037683","26.802656816037683","26.802656816037683","","",""
"3441","","","","","","","","","","","","","26.805451537474084","26.805451537474084","26.805451537474084"
"3443","","","","","","","38.59901211545895","38.59901211545895","38.59901211545895","","","","","",""
"3445","","","","69.41797144325248","69.41797144325248","69.41797144325248","","","","","","","","",""
"3446","147.13069639969348","147.13069639969348","147.13069639969348","","","","","","","","","","","",""
"3447","","","","","","","","","","25.28886818272312","25.28886818272312","25.28886818272312","","",""
"3450","","","","","","","","","","","","","25.288837066791473","25.288837066791473","25.288837066791473"
